date;Ozone concentration
2017-10-11T08:00:00;33.80
2017-10-11T07:00:00;35.88
2017-10-11T06:00:00;39.26
2017-10-11T05:00:00;41.11
2017-10-11T04:00:00;41.09
2017-10-11T03:00:00;45.48
2017-10-11T02:00:00;51.29
2017-10-11T01:00:00;55.46
2017-10-11T00:00:00;55.74
2017-10-10T23:00:00;52.25
2017-10-10T22:00:00;52.06
2017-10-10T21:00:00;49.36
2017-10-10T20:00:00;40.25
2017-10-10T19:00:00;36.97
2017-10-10T18:00:00;34.68
2017-10-10T17:00:00;38.05
2017-10-10T16:00:00;42.08
2017-10-10T15:00:00;46.03
2017-10-10T14:00:00;47.59
2017-10-10T13:00:00;45.92
2017-10-10T12:00:00;42.42
2017-10-10T11:00:00;41.68
2017-10-10T10:00:00;40.72
2017-10-10T09:00:00;37.78
2017-10-10T08:00:00;31.54
2017-10-10T07:00:00;31.51
2017-10-10T06:00:00;34.67
2017-10-10T05:00:00;38.64
2017-10-10T04:00:00;40.32
2017-10-10T03:00:00;37.81
2017-10-10T02:00:00;38.12
2017-10-10T01:00:00;40.71
2017-10-10T00:00:00;44.34
2017-10-09T23:00:00;43.11
2017-10-09T22:00:00;36.39
2017-10-09T21:00:00;31.31
2017-10-09T20:00:00;27.21
2017-10-09T19:00:00;26.16
2017-10-09T18:00:00;25.05
2017-10-09T17:00:00;21.06
2017-10-09T16:00:00;23.64
2017-10-09T15:00:00;32.57
2017-10-09T14:00:00;43.78
2017-10-09T13:00:00;44.36
2017-10-09T12:00:00;39.13
2017-10-09T11:00:00;40.59
2017-10-09T10:00:00;43.36
2017-10-09T09:00:00;43.15
2017-10-09T08:00:00;38.38
2017-10-09T07:00:00;32.99
2017-10-09T06:00:00;34.77
2017-10-09T05:00:00;40.99
2017-10-09T04:00:00;48.22
2017-10-09T03:00:00;48.98
2017-10-09T02:00:00;48.59
2017-10-09T01:00:00;51.70
2017-10-09T00:00:00;52.27
2017-10-08T23:00:00;51.87
2017-10-08T22:00:00;47.70
2017-10-08T21:00:00;42.19
2017-10-08T20:00:00;40.50
2017-10-08T19:00:00;43.67
2017-10-08T18:00:00;45.42
2017-10-08T17:00:00;43.68
2017-10-08T16:00:00;39.73
2017-10-08T15:00:00;40.45
2017-10-08T14:00:00;44.74
2017-10-08T13:00:00;49.02
2017-10-08T12:00:00;49.32
2017-10-08T11:00:00;48.05
2017-10-08T10:00:00;50.25
