date;Ozone concentration
2017-09-11T12:00:00;31.41
2017-09-11T11:00:00;30.00
2017-09-11T10:00:00;29.67
2017-09-11T09:00:00;31.65
2017-09-11T08:00:00;32.53
2017-09-11T07:00:00;29.51
2017-09-11T06:00:00;22.39
2017-09-11T05:00:00;17.46
2017-09-11T04:00:00;11.10
2017-09-11T03:00:00;10.60
2017-09-11T02:00:00;11.14
2017-09-11T01:00:00;11.56
2017-09-11T00:00:00;12.67
2017-09-10T23:00:00;12.60
2017-09-10T22:00:00;11.18
2017-09-10T21:00:00;10.82
2017-09-10T20:00:00;10.44
2017-09-10T19:00:00;18.21
2017-09-10T18:00:00;35.81
2017-09-10T17:00:00;42.14
2017-09-10T16:00:00;43.25
2017-09-05T11:00:00;75.83
2017-09-05T10:00:00;75.83
2017-09-05T09:00:00;49.74
2017-09-05T08:00:00;34.06
2017-09-05T07:00:00;29.39
2017-09-05T06:00:00;27.08
2017-09-05T05:00:00;26.98
2017-09-05T04:00:00;27.94
2017-09-05T03:00:00;27.82
2017-09-05T02:00:00;27.35
2017-09-05T01:00:00;27.25
2017-09-05T00:00:00;26.41
2017-09-04T23:00:00;23.35
2017-09-04T22:00:00;20.93
2017-09-04T21:00:00;22.29
2017-09-04T20:00:00;27.21
2017-09-04T19:00:00;31.70
2017-09-04T18:00:00;43.88
2017-09-04T17:00:00;58.48
2017-09-04T16:00:00;68.34
2017-09-04T15:00:00;71.91
2017-09-04T14:00:00;72.30
2017-09-04T13:00:00;73.28
2017-09-04T12:00:00;75.57
2017-09-04T11:00:00;75.26
2017-09-04T10:00:00;71.85
2017-09-04T09:00:00;63.48
2017-09-04T08:00:00;51.91
2017-09-04T07:00:00;42.18
2017-09-04T06:00:00;34.42
2017-09-04T05:00:00;32.08
2017-09-04T04:00:00;35.33
2017-09-04T03:00:00;39.49
2017-09-04T02:00:00;43.60
2017-09-04T01:00:00;47.17
2017-09-04T00:00:00;52.55
2017-09-03T23:00:00;59.84
2017-09-03T22:00:00;62.02
2017-09-03T21:00:00;64.35
2017-09-03T20:00:00;64.79
2017-09-03T19:00:00;59.93
2017-09-03T18:00:00;56.19
2017-09-03T17:00:00;58.78
2017-09-03T16:00:00;61.54
2017-09-03T15:00:00;63.95
2017-09-03T14:00:00;66.62
2017-09-03T13:00:00;68.93
