date;Ozone concentration
2017-08-01T10:00:00;106.40
2017-08-01T09:00:00;NaN
2017-08-01T08:00:00;89.48
2017-08-01T07:00:00;62.20
2017-08-01T06:00:00;46.77
2017-08-01T05:00:00;48.72
2017-08-01T04:00:00;55.98
2017-08-01T03:00:00;69.48
2017-08-01T02:00:00;75.55
2017-08-01T01:00:00;73.84
2017-08-01T00:00:00;70.03
2017-07-31T23:00:00;68.43
2017-07-31T22:00:00;63.79
2017-07-31T21:00:00;71.67
2017-07-31T20:00:00;90.83
2017-07-31T19:00:00;113.95
2017-07-31T18:00:00;136.84
2017-07-31T17:00:00;148.91
2017-07-31T16:00:00;157.51
2017-07-31T15:00:00;163.50
2017-07-31T14:00:00;167.47
2017-07-31T13:00:00;165.68
2017-07-31T12:00:00;156.87
2017-07-31T11:00:00;144.92
2017-07-31T10:00:00;127.22
2017-07-31T09:00:00;103.46
2017-07-31T08:00:00;74.33
2017-07-31T07:00:00;48.73
2017-07-31T06:00:00;30.36
2017-07-31T05:00:00;28.35
2017-07-31T04:00:00;35.42
2017-07-31T03:00:00;47.02
2017-07-31T02:00:00;57.03
2017-07-31T01:00:00;63.86
2017-07-31T00:00:00;66.09
2017-07-30T23:00:00;63.82
2017-07-30T22:00:00;65.25
2017-07-30T21:00:00;72.17
2017-07-30T20:00:00;88.18
2017-07-30T19:00:00;111.51
2017-07-30T18:00:00;133.47
2017-07-30T17:00:00;146.95
2017-07-30T16:00:00;157.22
2017-07-30T15:00:00;161.74
2017-07-30T14:00:00;165.53
2017-07-30T13:00:00;166.93
2017-07-30T12:00:00;160.64
2017-07-30T11:00:00;150.87
2017-07-30T10:00:00;136.26
2017-07-30T09:00:00;120.02
2017-07-30T08:00:00;99.10
2017-07-30T07:00:00;80.26
2017-07-30T06:00:00;65.76
2017-07-30T05:00:00;61.02
2017-07-30T04:00:00;63.75
2017-07-30T03:00:00;69.29
2017-07-30T02:00:00;75.53
2017-07-30T01:00:00;84.79
2017-07-30T00:00:00;93.04
2017-07-29T23:00:00;101.72
2017-07-29T22:00:00;110.91
2017-07-29T21:00:00;117.45
2017-07-29T20:00:00;125.30
2017-07-29T19:00:00;134.04
2017-07-29T18:00:00;145.79
2017-07-29T17:00:00;159.02
2017-07-29T16:00:00;170.88
2017-07-29T15:00:00;178.22
2017-07-29T14:00:00;183.25
2017-07-29T13:00:00;186.39
2017-07-29T12:00:00;184.35
2017-07-29T11:00:00;177.95
2017-07-29T10:00:00;165.78
2017-07-29T09:00:00;143.94
2017-07-29T08:00:00;115.63
2017-07-29T07:00:00;88.91
2017-07-29T06:00:00;68.77
2017-07-29T05:00:00;65.05
2017-07-29T04:00:00;67.74
2017-07-29T03:00:00;73.97
2017-07-29T02:00:00;77.78
2017-07-29T01:00:00;80.50
2017-07-29T00:00:00;73.46
2017-07-28T23:00:00;68.91
2017-07-28T22:00:00;65.87
2017-07-28T21:00:00;72.63
2017-07-28T20:00:00;90.65
2017-07-28T19:00:00;118.37
2017-07-28T18:00:00;144.59
2017-07-28T17:00:00;165.99
2017-07-28T16:00:00;179.12
2017-07-28T15:00:00;180.67
2017-07-28T14:00:00;181.87
2017-07-28T13:00:00;177.88
2017-07-28T12:00:00;165.28
2017-07-28T11:00:00;150.03
2017-07-28T10:00:00;133.03
2017-07-28T09:00:00;110.96
2017-07-28T08:00:00;84.99
2017-07-28T07:00:00;56.99
2017-07-28T06:00:00;34.75
2017-07-28T05:00:00;31.08
2017-07-28T04:00:00;40.65
2017-07-28T03:00:00;53.01
2017-07-28T02:00:00;64.26
2017-07-28T01:00:00;61.12
2017-07-28T00:00:00;47.20
2017-07-27T23:00:00;38.14
2017-07-27T22:00:00;42.71
2017-07-27T21:00:00;62.33
2017-07-27T20:00:00;96.09
2017-07-27T19:00:00;128.87
2017-07-27T18:00:00;149.41
2017-07-27T17:00:00;160.60
2017-07-27T16:00:00;161.75
2017-07-27T15:00:00;157.22
2017-07-27T14:00:00;152.09
2017-07-27T13:00:00;144.36
2017-07-27T12:00:00;132.07
2017-07-27T11:00:00;117.63
2017-07-27T10:00:00;99.13
2017-07-27T09:00:00;83.03
2017-07-27T08:00:00;66.02
2017-07-27T07:00:00;50.35
2017-07-27T06:00:00;34.18
2017-07-27T05:00:00;23.33
2017-07-27T04:00:00;24.47
2017-07-27T03:00:00;37.37
2017-07-27T02:00:00;56.11
2017-07-27T01:00:00;72.29
2017-07-27T00:00:00;81.79
2017-07-26T23:00:00;88.06
2017-07-26T22:00:00;90.37
2017-07-26T21:00:00;94.86
2017-07-26T20:00:00;100.61
2017-07-26T19:00:00;106.48
2017-07-26T18:00:00;110.69
2017-07-26T17:00:00;114.45
2017-07-26T16:00:00;112.39
2017-07-26T15:00:00;105.66
2017-07-26T14:00:00;101.08
2017-07-26T13:00:00;NaN
2017-07-26T12:00:00;NaN
2017-07-26T11:00:00;NaN
2017-07-26T10:00:00;NaN
2017-07-26T09:00:00;NaN
2017-07-26T08:00:00;NaN
2017-07-26T07:00:00;NaN
2017-07-26T06:00:00;NaN
2017-07-26T05:00:00;NaN
2017-07-26T04:00:00;NaN
2017-07-26T03:00:00;NaN
2017-07-26T02:00:00;NaN
