date;Ozone concentration
2017-10-25T07:00:00;22.46
2017-10-25T06:00:00;22.86
2017-10-25T05:00:00;22.34
2017-10-25T04:00:00;20.54
2017-10-25T03:00:00;19.08
2017-10-25T02:00:00;19.99
2017-10-25T01:00:00;22.58
2017-10-25T00:00:00;24.71
2017-10-24T23:00:00;26.95
2017-10-24T22:00:00;28.14
2017-10-24T21:00:00;30.18
2017-10-24T20:00:00;29.47
2017-10-24T19:00:00;28.27
2017-10-24T18:00:00;26.71
2017-10-24T17:00:00;30.88
2017-10-24T16:00:00;43.30
2017-10-24T15:00:00;52.55
2017-10-24T14:00:00;55.06
2017-10-24T13:00:00;51.56
2017-10-24T12:00:00;48.52
2017-10-24T11:00:00;44.68
2017-10-24T10:00:00;39.56
2017-10-24T09:00:00;32.97
2017-10-24T08:00:00;25.60
2017-10-24T07:00:00;19.58
2017-10-24T06:00:00;18.58
2017-10-24T05:00:00;20.90
2017-10-24T04:00:00;22.87
2017-10-24T03:00:00;23.86
2017-10-24T02:00:00;23.51
2017-10-24T01:00:00;24.07
2017-10-24T00:00:00;24.94
2017-10-23T23:00:00;25.96
2017-10-23T22:00:00;25.64
2017-10-23T21:00:00;24.79
2017-10-23T20:00:00;24.52
2017-10-23T19:00:00;24.73
2017-10-23T18:00:00;26.71
2017-10-23T17:00:00;34.33
2017-10-23T16:00:00;47.58
2017-10-23T15:00:00;53.78
2017-10-23T14:00:00;56.27
2017-10-23T13:00:00;56.38
2017-10-23T12:00:00;53.94
2017-10-23T11:00:00;46.52
2017-10-23T10:00:00;38.62
2017-10-23T09:00:00;32.41
2017-10-23T08:00:00;26.38
2017-10-23T07:00:00;22.82
2017-10-23T06:00:00;23.80
2017-10-23T05:00:00;26.89
2017-10-23T04:00:00;29.95
2017-10-23T03:00:00;31.49
2017-10-23T02:00:00;32.69
2017-10-23T01:00:00;34.58
2017-10-23T00:00:00;37.07
2017-10-22T23:00:00;35.68
2017-10-22T22:00:00;33.13
2017-10-22T21:00:00;33.96
2017-10-22T20:00:00;36.15
2017-10-22T19:00:00;34.78
2017-10-22T18:00:00;32.84
2017-10-22T17:00:00;34.28
2017-10-22T16:00:00;40.90
2017-10-22T15:00:00;47.84
2017-10-22T14:00:00;51.92
2017-10-22T13:00:00;51.77
2017-10-22T12:00:00;51.89
2017-10-22T11:00:00;50.38
2017-10-22T10:00:00;47.90
2017-10-22T09:00:00;44.79
