date;Ozone concentration
2017-10-11T09:00:00;65.72
2017-10-11T08:00:00;60.93
2017-10-11T07:00:00;56.58
2017-10-11T06:00:00;53.56
2017-10-11T05:00:00;50.31
2017-10-11T04:00:00;47.17
2017-10-11T03:00:00;47.30
2017-10-11T02:00:00;50.32
2017-10-11T01:00:00;56.05
2017-10-11T00:00:00;60.40
2017-10-10T23:00:00;62.14
2017-10-10T22:00:00;62.83
2017-10-10T21:00:00;65.14
2017-10-10T20:00:00;68.12
2017-10-10T19:00:00;72.17
2017-10-10T18:00:00;78.89
2017-10-10T17:00:00;90.96
2017-10-10T16:00:00;100.53
2017-10-10T15:00:00;106.31
2017-10-10T14:00:00;108.13
2017-10-10T13:00:00;106.64
2017-10-10T12:00:00;100.79
2017-10-10T11:00:00;88.11
2017-10-10T10:00:00;75.89
2017-10-10T09:00:00;67.09
2017-10-10T08:00:00;61.10
2017-10-10T07:00:00;57.69
2017-10-10T06:00:00;58.22
2017-10-10T05:00:00;60.71
2017-10-10T04:00:00;63.01
2017-10-10T03:00:00;62.93
2017-10-10T02:00:00;60.81
2017-10-10T01:00:00;58.85
2017-10-10T00:00:00;59.79
2017-10-09T23:00:00;63.07
2017-10-09T22:00:00;66.03
2017-10-09T21:00:00;68.60
2017-10-09T20:00:00;71.05
2017-10-09T19:00:00;74.39
2017-10-09T18:00:00;80.07
2017-10-09T17:00:00;91.38
2017-10-09T16:00:00;99.91
2017-10-09T15:00:00;104.68
2017-10-09T14:00:00;106.20
2017-10-09T13:00:00;105.58
2017-10-09T12:00:00;101.34
2017-10-09T11:00:00;91.69
2017-10-09T10:00:00;81.40
2017-10-09T09:00:00;73.02
2017-10-09T08:00:00;66.18
2017-10-09T07:00:00;63.03
2017-10-09T06:00:00;64.01
2017-10-09T05:00:00;66.18
2017-10-09T04:00:00;67.88
2017-10-09T03:00:00;69.70
2017-10-09T02:00:00;70.87
2017-10-09T01:00:00;71.78
2017-10-09T00:00:00;72.72
2017-10-08T23:00:00;73.05
2017-10-08T22:00:00;72.92
2017-10-08T21:00:00;72.77
2017-10-08T20:00:00;73.17
2017-10-08T19:00:00;73.28
2017-10-08T18:00:00;77.30
2017-10-08T17:00:00;92.63
2017-10-08T16:00:00;107.52
2017-10-08T15:00:00;117.57
2017-10-08T14:00:00;120.83
2017-10-08T13:00:00;119.28
2017-10-08T12:00:00;113.06
2017-10-08T11:00:00;100.43
2017-10-08T10:00:00;89.51
2017-10-08T09:00:00;78.79
2017-10-08T08:00:00;68.71
2017-10-08T07:00:00;62.91
2017-10-08T06:00:00;62.76
2017-10-08T05:00:00;65.92
2017-10-08T04:00:00;70.70
2017-10-08T03:00:00;75.12
2017-10-08T02:00:00;77.05
2017-10-08T01:00:00;76.50
2017-10-08T00:00:00;76.81
2017-10-07T23:00:00;78.83
2017-10-07T22:00:00;80.97
2017-10-07T21:00:00;82.56
2017-10-07T20:00:00;83.11
2017-10-07T19:00:00;84.85
2017-10-07T18:00:00;93.24
2017-10-07T17:00:00;105.60
2017-10-07T16:00:00;115.46
2017-10-07T15:00:00;119.75
2017-10-07T14:00:00;121.46
2017-10-07T13:00:00;121.68
2017-10-07T12:00:00;117.40
2017-10-07T11:00:00;106.16
2017-10-07T10:00:00;95.52
2017-10-07T09:00:00;87.50
2017-10-07T08:00:00;80.04
2017-10-07T07:00:00;80.21
2017-10-07T06:00:00;82.47
2017-10-07T05:00:00;83.58
2017-10-07T04:00:00;82.96
2017-10-07T03:00:00;81.98
2017-10-07T02:00:00;80.68
2017-10-07T01:00:00;78.81
2017-10-07T00:00:00;78.86
2017-10-06T23:00:00;83.17
2017-10-06T22:00:00;88.87
