date;Ozone concentration
2017-09-25T23:00:00;NaN
2017-09-25T22:00:00;3.34
2017-09-25T21:00:00;4.76
2017-09-25T20:00:00;4.51
2017-09-25T19:00:00;8.68
2017-09-25T18:00:00;23.45
2017-09-25T17:00:00;44.19
2017-09-25T16:00:00;61.47
2017-09-25T15:00:00;71.93
2017-09-25T14:00:00;75.88
2017-09-25T13:00:00;75.26
2017-09-25T12:00:00;73.84
2017-09-25T11:00:00;72.06
2017-09-25T10:00:00;64.07
2017-09-25T09:00:00;44.56
2017-09-25T08:00:00;22.94
2017-09-25T07:00:00;9.47
2017-09-25T06:00:00;5.77
2017-09-25T05:00:00;8.66
2017-09-25T04:00:00;14.09
2017-09-25T03:00:00;15.67
2017-09-25T02:00:00;16.93
2017-09-25T01:00:00;18.26
2017-09-25T00:00:00;20.40
2017-09-24T23:00:00;23.18
2017-09-24T22:00:00;24.94
2017-09-24T21:00:00;27.48
2017-09-24T20:00:00;31.36
2017-09-24T19:00:00;36.39
2017-09-24T18:00:00;43.94
2017-09-24T17:00:00;53.75
2017-09-24T16:00:00;64.96
2017-09-24T15:00:00;73.76
2017-09-24T14:00:00;82.27
2017-09-24T13:00:00;83.89
2017-09-24T12:00:00;75.97
2017-09-24T11:00:00;70.75
2017-09-24T10:00:00;70.30
2017-09-24T09:00:00;56.14
2017-09-24T08:00:00;39.19
2017-09-24T07:00:00;26.63
2017-09-24T06:00:00;22.92
2017-09-24T05:00:00;23.99
2017-09-24T04:00:00;25.26
2017-09-24T03:00:00;23.80
2017-09-24T02:00:00;20.45
2017-09-24T01:00:00;18.07
2017-09-24T00:00:00;20.56
2017-09-23T23:00:00;23.70
2017-09-23T22:00:00;22.79
2017-09-23T21:00:00;19.19
2017-09-23T20:00:00;20.46
2017-09-23T19:00:00;30.94
2017-09-23T18:00:00;47.53
2017-09-23T17:00:00;65.30
2017-09-23T16:00:00;79.76
2017-09-23T15:00:00;92.43
2017-09-23T14:00:00;94.64
2017-09-23T13:00:00;88.64
2017-09-23T12:00:00;83.22
2017-09-23T11:00:00;89.21
2017-09-23T10:00:00;92.70
2017-09-23T09:00:00;85.23
2017-09-23T08:00:00;58.28
2017-09-23T07:00:00;32.16
2017-09-23T06:00:00;20.21
2017-09-23T05:00:00;19.08
2017-09-23T04:00:00;24.45
2017-09-23T03:00:00;26.51
2017-09-23T02:00:00;21.21
2017-09-23T01:00:00;11.50
2017-09-23T00:00:00;5.86
2017-09-22T23:00:00;3.09
2017-09-22T22:00:00;3.44
2017-09-22T21:00:00;3.56
2017-09-22T20:00:00;NaN
2017-09-22T19:00:00;NaN
2017-09-22T18:00:00;25.19
2017-09-22T17:00:00;64.96
2017-09-22T16:00:00;97.18
2017-09-22T15:00:00;111.60
2017-09-22T14:00:00;117.47
2017-09-22T13:00:00;113.61
2017-09-22T12:00:00;107.78
2017-09-22T11:00:00;102.27
2017-09-22T10:00:00;94.83
2017-09-22T09:00:00;84.20
