date;Ozone concentration
2018-06-26 16:00:00;102.84
2018-06-26 17:00:00;105.16
2018-06-26 18:00:00;104.48
2018-06-26 19:00:00;89.17
2018-06-26 20:00:00;68.9
2018-06-26 21:00:00;57.95
2018-06-26 22:00:00;40.1
2018-06-26 23:00:00;44.79
2018-06-27 00:00:00;52.57
2018-06-27 01:00:00;48.82
2018-06-27 02:00:00;48.75
2018-06-27 03:00:00;49.32
2018-06-27 04:00:00;37.4
2018-06-27 05:00:00;40.07
2018-06-27 06:00:00;42.32
2018-06-27 07:00:00;54.97
2018-06-27 08:00:00;74.04
2018-06-27 09:00:00;90.46
2018-06-27 10:00:00;105.09
2018-06-27 11:00:00;116.93
2018-06-27 12:00:00;127.96
2018-06-27 13:00:00;140.13
2018-06-27 14:00:00;137.04
2018-06-27 15:00:00;131.25
2018-06-27 16:00:00;132.17
2018-06-27 17:00:00;130.44
2018-06-27 18:00:00;110.27
2018-06-27 19:00:00;93.52
2018-06-27 20:00:00;80.09
2018-06-27 21:00:00;71.9
2018-06-27 22:00:00;59.3
2018-06-27 23:00:00;42.76
2018-06-28 00:00:00;43.28
2018-06-28 01:00:00;31.76
2018-06-28 02:00:00;36.55
2018-06-28 03:00:00;46.97
2018-06-28 04:00:00;41.93
2018-06-28 05:00:00;33.91
2018-06-28 06:00:00;41.44
2018-06-28 07:00:00;56.12
2018-06-28 08:00:00;83.84
2018-06-28 09:00:00;98.38
2018-06-28 10:00:00;101.88
2018-06-28 11:00:00;106.94
2018-06-28 12:00:00;120.34
2018-06-28 13:00:00;133.56
2018-06-28 14:00:00;142.92
2018-06-28 15:00:00;146.66
2018-06-28 16:00:00;145.63
2018-06-28 17:00:00;130.39
2018-06-28 18:00:00;117.8
2018-06-28 19:00:00;98.1
2018-06-28 20:00:00;76.03
2018-06-28 21:00:00;61.79
2018-06-28 22:00:00;46.75
2018-06-28 23:00:00;36.42
2018-06-29 00:00:00;51.2
2018-06-29 01:00:00;57.03
2018-06-29 02:00:00;56.01
2018-06-29 03:00:00;51.82
2018-06-29 04:00:00;28.96
2018-06-29 05:00:00;28.91
2018-06-29 06:00:00;51.75
2018-06-29 07:00:00;60.32
2018-06-29 08:00:00;76.3
2018-06-29 09:00:00;93.09
2018-06-29 10:00:00;104.57
2018-06-29 11:00:00;117.98
2018-06-29 12:00:00;128.85
2018-06-29 13:00:00;133.67
2018-06-29 14:00:00;145.53
2018-06-29 15:00:00;162.42
2018-06-29 16:00:00;164.47
2018-06-29 17:00:00;166.51
2018-06-29 18:00:00;153.21
2018-06-29 19:00:00;110.76
2018-06-29 20:00:00;78.64
2018-06-29 21:00:00;76.77
2018-06-29 22:00:00;72.17
2018-06-29 23:00:00;60.66
2018-06-30 00:00:00;60.34
2018-06-30 01:00:00;68.63
2018-06-30 02:00:00;62.12
2018-06-30 03:00:00;63.79
2018-06-30 04:00:00;44.65
2018-06-30 05:00:00;40.55
2018-06-30 06:00:00;57.98
2018-06-30 07:00:00;84.74
2018-06-30 08:00:00;104.07
2018-06-30 09:00:00;123.92
2018-06-30 10:00:00;145.9
2018-06-30 11:00:00;166.62
2018-06-30 12:00:00;186.55
2018-06-30 13:00:00;181.62
2018-06-30 14:00:00;175.69
2018-06-30 15:00:00;163.64
2018-06-30 16:00:00;147.72
2018-06-30 17:00:00;144.51
2018-06-30 18:00:00;129.99
2018-06-30 19:00:00;110.52
2018-06-30 20:00:00;102.75
2018-06-30 21:00:00;89.74
2018-06-30 22:00:00;65.13
2018-06-30 23:00:00;65.2
2018-07-01 00:00:00;76.66
2018-07-01 01:00:00;68.94
2018-07-01 02:00:00;66.76
2018-07-01 03:00:00;59.91
2018-07-01 04:00:00;36.03
2018-07-01 05:00:00;28.84
2018-07-01 06:00:00;41.91
2018-07-01 07:00:00;77.3
2018-07-01 08:00:00;93.54
2018-07-01 09:00:00;100.18
2018-07-01 10:00:00;109.25
2018-07-01 11:00:00;117.98
2018-07-01 12:00:00;125.56
2018-07-01 13:00:00;130.42
2018-07-01 14:00:00;138.25
2018-07-01 15:00:00;139.2
2018-07-01 16:00:00;146.32
2018-07-01 17:00:00;147.07
2018-07-01 18:00:00;146.88
2018-07-01 19:00:00;129.53
2018-07-01 20:00:00;109.15
2018-07-01 21:00:00;98.98
2018-07-01 22:00:00;92.21
2018-07-01 23:00:00;86.56
2018-07-02 00:00:00;83.56
2018-07-02 01:00:00;76.44
2018-07-02 02:00:00;67.79
2018-07-02 03:00:00;55.07
2018-07-02 04:00:00;53.92
2018-07-02 05:00:00;52.68
2018-07-02 06:00:00;64.63
2018-07-02 07:00:00;61.74
2018-07-02 08:00:00;66.21
2018-07-02 09:00:00;77.02
2018-07-02 10:00:00;83.85
2018-07-02 11:00:00;95.2
2018-07-02 12:00:00;110.79
2018-07-02 13:00:00;122.21
2018-07-02 14:00:00;129.95
2018-07-02 15:00:00;140.9
2018-07-02 16:00:00;140.59
2018-07-02 17:00:00;141.95
2018-07-02 18:00:00;139.43
2018-07-02 19:00:00;117.0
2018-07-02 20:00:00;86.66
2018-07-02 21:00:00;69.15
2018-07-02 22:00:00;62.57
2018-07-02 23:00:00;50.43
2018-07-03 00:00:00;46.38
2018-07-03 01:00:00;40.15
2018-07-03 02:00:00;36.1
2018-07-03 03:00:00;38.34
2018-07-03 04:00:00;23.79
2018-07-03 05:00:00;12.84
2018-07-03 06:00:00;32.22
2018-07-03 07:00:00;46.99
2018-07-03 08:00:00;58.86
2018-07-03 09:00:00;81.1
2018-07-03 10:00:00;103.1
2018-07-03 11:00:00;116.22
2018-07-03 12:00:00;129.48
2018-07-03 13:00:00;136.32
2018-07-03 14:00:00;144.68
2018-07-03 15:00:00;157.58
2018-07-03 16:00:00;159.02
2018-07-03 17:00:00;148.87
2018-07-03 18:00:00;134.19
2018-07-03 19:00:00;122.19
2018-07-03 20:00:00;91.38
2018-07-03 21:00:00;86.59
2018-07-03 22:00:00;77.55
2018-07-03 23:00:00;63.25
2018-07-04 00:00:00;61.79
2018-07-04 01:00:00;57.12
2018-07-04 02:00:00;56.59
2018-07-04 03:00:00;45.4
2018-07-04 04:00:00;37.27
2018-07-04 05:00:00;19.07
2018-07-04 06:00:00;25.01
2018-07-04 07:00:00;34.3
2018-07-04 08:00:00;60.27
2018-07-04 09:00:00;73.58
2018-07-04 10:00:00;95.37
