date;Ozone concentration
2018-06-20 16:00:00;149.46
2018-06-20 17:00:00;152.0
2018-06-20 18:00:00;142.8
2018-06-20 19:00:00;142.18
2018-06-20 20:00:00;129.24
2018-06-20 21:00:00;103.1
2018-06-20 22:00:00;87.4
2018-06-20 23:00:00;79.87
2018-06-21 00:00:00;72.56
2018-06-21 01:00:00;66.92
2018-06-21 02:00:00;58.14
2018-06-21 03:00:00;44.46
2018-06-21 04:00:00;37.46
2018-06-21 05:00:00;45.14
2018-06-21 06:00:00;64.84
2018-06-21 07:00:00;79.74
2018-06-21 08:00:00;97.33
2018-06-21 09:00:00;116.76
2018-06-21 10:00:00;134.2
2018-06-21 11:00:00;147.51
2018-06-21 12:00:00;151.19
2018-06-21 13:00:00;161.1
2018-06-21 14:00:00;172.9
2018-06-21 15:00:00;174.06
2018-06-21 16:00:00;166.98
2018-06-21 17:00:00;166.27
2018-06-21 18:00:00;151.1
2018-06-21 19:00:00;130.44
2018-06-21 20:00:00;113.25
2018-06-21 21:00:00;97.9
2018-06-21 22:00:00;86.9
2018-06-21 23:00:00;78.08
2018-06-22 00:00:00;73.36
2018-06-22 01:00:00;66.6
2018-06-22 02:00:00;53.51
2018-06-22 03:00:00;40.72
2018-06-22 04:00:00;34.83
2018-06-22 05:00:00;40.79
2018-06-22 06:00:00;53.61
2018-06-22 07:00:00;71.22
2018-06-22 08:00:00;88.55
2018-06-22 09:00:00;104.1
2018-06-22 10:00:00;116.34
2018-06-22 11:00:00;126.95
2018-06-22 12:00:00;132.56
2018-06-22 13:00:00;134.17
2018-06-22 14:00:00;130.2
2018-06-22 15:00:00;129.21
2018-06-22 16:00:00;123.4
2018-06-22 17:00:00;112.14
2018-06-22 18:00:00;98.35
2018-06-22 19:00:00;87.01
2018-06-22 20:00:00;81.06
2018-06-22 21:00:00;73.62
2018-06-22 22:00:00;71.39
2018-06-22 23:00:00;67.72
2018-06-23 00:00:00;62.34
2018-06-23 01:00:00;58.12
2018-06-23 02:00:00;53.9
2018-06-23 03:00:00;47.32
2018-06-23 04:00:00;39.77
2018-06-23 05:00:00;35.42
2018-06-23 06:00:00;37.08
2018-06-23 07:00:00;44.88
2018-06-23 08:00:00;53.64
2018-06-23 09:00:00;62.66
2018-06-23 10:00:00;69.36
2018-06-23 11:00:00;77.96
2018-06-23 12:00:00;85.22
2018-06-23 13:00:00;93.03
2018-06-23 14:00:00;99.03
2018-06-23 15:00:00;105.89
2018-06-23 16:00:00;109.95
2018-06-23 17:00:00;108.66
2018-06-23 18:00:00;106.46
2018-06-23 19:00:00;102.53
2018-06-23 20:00:00;93.93
2018-06-23 21:00:00;81.2
2018-06-23 22:00:00;62.75
2018-06-23 23:00:00;50.48
2018-06-24 00:00:00;35.23
2018-06-24 01:00:00;29.04
2018-06-24 02:00:00;31.37
2018-06-24 03:00:00;21.51
2018-06-24 04:00:00;13.99
2018-06-24 05:00:00;23.46
2018-06-24 06:00:00;34.22
2018-06-24 07:00:00;40.05
2018-06-24 08:00:00;53.59
2018-06-24 09:00:00;63.47
2018-06-24 10:00:00;72.19
2018-06-24 11:00:00;83.2
2018-06-24 12:00:00;100.06
2018-06-24 13:00:00;107.2
2018-06-24 14:00:00;110.18
2018-06-24 15:00:00;115.3
2018-06-24 16:00:00;120.15
2018-06-24 17:00:00;119.01
2018-06-24 18:00:00;113.06
