date;Ozone concentration
2017-06-15T11:00:00;122.42
2017-06-15T10:00:00;110.39
2017-06-15T09:00:00;87.05
2017-06-15T08:00:00;57.30
2017-06-15T07:00:00;26.20
2017-06-15T06:00:00;10.06
2017-06-15T05:00:00;10.08
2017-06-15T04:00:00;12.47
2017-06-15T03:00:00;11.69
2017-06-15T02:00:00;12.06
2017-06-15T01:00:00;11.84
2017-06-15T00:00:00;14.65
2017-06-14T23:00:00;14.84
2017-06-14T22:00:00;21.46
2017-06-14T21:00:00;32.61
2017-06-14T20:00:00;47.13
2017-06-14T19:00:00;65.34
2017-06-14T18:00:00;78.16
2017-06-14T17:00:00;92.52
2017-06-14T16:00:00;107.09
2017-06-14T15:00:00;117.98
2017-06-14T14:00:00;125.04
2017-06-14T13:00:00;126.39
2017-06-14T12:00:00;120.88
2017-06-14T11:00:00;112.91
2017-06-14T10:00:00;103.57
2017-06-14T09:00:00;91.20
2017-06-14T08:00:00;67.07
2017-06-14T07:00:00;39.46
2017-06-14T06:00:00;14.66
2017-06-14T05:00:00;1.95
2017-06-14T04:00:00;3.61
2017-06-14T03:00:00;10.27
2017-06-14T02:00:00;15.97
2017-06-14T01:00:00;19.79
2017-06-14T00:00:00;22.99
2017-06-13T23:00:00;30.02
2017-06-13T22:00:00;42.39
2017-06-13T21:00:00;53.26
2017-06-13T20:00:00;59.11
2017-06-13T19:00:00;62.20
2017-06-13T18:00:00;65.64
2017-06-13T17:00:00;76.64
2017-06-13T16:00:00;93.09
2017-06-13T15:00:00;106.89
2017-06-13T14:00:00;116.56
2017-06-13T13:00:00;118.28
2017-06-13T12:00:00;115.50
2017-06-13T11:00:00;107.67
2017-06-13T10:00:00;91.73
2017-06-13T09:00:00;65.49
2017-06-13T08:00:00;38.05
2017-06-13T07:00:00;15.29
2017-06-13T06:00:00;2.41
2017-06-13T05:00:00;0.83
2017-06-13T04:00:00;3.43
2017-06-13T03:00:00;6.76
2017-06-13T02:00:00;7.93
2017-06-13T01:00:00;7.02
2017-06-13T00:00:00;7.37
2017-06-12T23:00:00;15.11
2017-06-12T22:00:00;27.65
2017-06-12T21:00:00;43.48
2017-06-12T20:00:00;61.13
2017-06-12T19:00:00;78.79
2017-06-12T18:00:00;89.50
2017-06-12T17:00:00;95.34
2017-06-12T16:00:00;97.07
2017-06-12T15:00:00;99.42
2017-06-12T14:00:00;103.23
2017-06-12T13:00:00;100.55
2017-06-12T12:00:00;93.36
2017-06-12T11:00:00;82.58
2017-06-12T10:00:00;66.90
2017-06-12T09:00:00;47.97
2017-06-12T08:00:00;26.90
2017-06-12T07:00:00;9.65
2017-06-12T06:00:00;1.46
2017-06-12T05:00:00;2.44
2017-06-12T04:00:00;6.83
2017-06-12T03:00:00;9.12
2017-06-12T02:00:00;7.69
2017-06-12T01:00:00;3.63
2017-06-12T00:00:00;NaN
2017-06-11T23:00:00;1.09
2017-06-11T22:00:00;8.77
2017-06-11T21:00:00;19.86
2017-06-11T20:00:00;35.96
2017-06-11T19:00:00;50.19
2017-06-11T18:00:00;61.91
2017-06-11T17:00:00;72.74
2017-06-11T16:00:00;88.01
2017-06-11T15:00:00;106.86
2017-06-11T14:00:00;119.35
2017-06-11T13:00:00;118.24
2017-06-11T12:00:00;102.79
2017-06-11T11:00:00;88.19
2017-06-11T10:00:00;76.20
2017-06-11T09:00:00;59.63
2017-06-11T08:00:00;42.30
2017-06-11T07:00:00;21.77
2017-06-11T06:00:00;9.31
2017-06-11T05:00:00;7.21
2017-06-11T04:00:00;5.10
2017-06-11T03:00:00;7.59
2017-06-11T02:00:00;5.84
2017-06-11T01:00:00;3.92
2017-06-11T00:00:00;1.21
2017-06-10T23:00:00;0.85
2017-06-10T22:00:00;10.73
2017-06-10T21:00:00;24.06
2017-06-10T20:00:00;37.62
2017-06-10T19:00:00;49.10
2017-06-10T18:00:00;58.04
2017-06-10T17:00:00;66.63
2017-06-10T16:00:00;78.22
2017-06-10T15:00:00;89.27
2017-06-10T14:00:00;96.99
2017-06-10T13:00:00;100.67
2017-06-10T12:00:00;94.16
2017-06-10T11:00:00;88.20
2017-06-10T10:00:00;73.65
2017-06-10T09:00:00;55.68
2017-06-10T08:00:00;37.50
2017-06-10T07:00:00;19.33
2017-06-10T06:00:00;10.36
2017-06-10T05:00:00;4.08
2017-06-10T04:00:00;2.44
2017-06-10T03:00:00;2.81
2017-06-10T02:00:00;3.18
2017-06-10T01:00:00;3.06
2017-06-10T00:00:00;2.05
2017-06-09T23:00:00;1.77
2017-06-09T22:00:00;6.56
2017-06-09T21:00:00;13.95
2017-06-09T20:00:00;27.05
2017-06-09T19:00:00;41.47
2017-06-09T18:00:00;54.41
2017-06-09T17:00:00;64.24
2017-06-09T16:00:00;72.08
2017-06-09T15:00:00;77.82
2017-06-09T14:00:00;80.97
2017-06-09T13:00:00;78.63
2017-06-09T12:00:00;72.15
2017-06-09T11:00:00;68.40
2017-06-09T10:00:00;57.35
2017-06-09T09:00:00;41.99
2017-06-09T08:00:00;24.00
2017-06-09T07:00:00;12.03
2017-06-09T06:00:00;16.58
2017-06-09T05:00:00;25.56
2017-06-09T04:00:00;31.60
2017-06-09T03:00:00;35.97
2017-06-09T02:00:00;34.95
2017-06-09T01:00:00;36.58
2017-06-09T00:00:00;37.78
2017-06-08T23:00:00;40.74
2017-06-08T22:00:00;42.83
2017-06-08T21:00:00;44.30
2017-06-08T20:00:00;45.09
2017-06-08T19:00:00;48.02
2017-06-08T18:00:00;53.37
2017-06-08T17:00:00;58.21
2017-06-08T16:00:00;62.73
2017-06-08T15:00:00;65.90
2017-06-08T14:00:00;69.53
2017-06-08T13:00:00;71.96
2017-06-08T12:00:00;71.96
2017-06-08T11:00:00;68.24
2017-06-08T10:00:00;60.12
2017-06-08T09:00:00;51.40
2017-06-08T08:00:00;43.79
2017-06-08T07:00:00;38.25
2017-06-08T06:00:00;32.27
2017-06-08T05:00:00;29.93
2017-06-08T04:00:00;30.00
2017-06-08T03:00:00;34.27
2017-06-08T02:00:00;39.04
2017-06-08T01:00:00;39.91
2017-06-08T00:00:00;38.00
2017-06-07T23:00:00;33.63
2017-06-07T22:00:00;30.05
2017-06-07T21:00:00;31.66
2017-06-07T20:00:00;35.90
2017-06-07T19:00:00;41.98
2017-06-07T18:00:00;46.69
2017-06-07T17:00:00;50.44
2017-06-07T16:00:00;53.70
2017-06-07T15:00:00;56.04
2017-06-07T14:00:00;55.65
2017-06-07T13:00:00;54.23
2017-06-07T12:00:00;52.08
2017-06-07T11:00:00;50.19
2017-06-07T10:00:00;50.38
2017-06-07T09:00:00;49.52
2017-06-07T08:00:00;49.17
2017-06-07T07:00:00;47.02
2017-06-07T06:00:00;45.14
2017-06-07T05:00:00;43.43
2017-06-07T04:00:00;43.05
2017-06-07T03:00:00;42.91
2017-06-07T02:00:00;42.83
2017-06-07T01:00:00;41.23
2017-06-07T00:00:00;42.57
2017-06-06T23:00:00;44.65
2017-06-06T22:00:00;47.09
2017-06-06T21:00:00;48.61
2017-06-06T20:00:00;48.05
2017-06-06T19:00:00;48.98
2017-06-06T18:00:00;51.46
2017-06-06T17:00:00;54.81
2017-06-06T16:00:00;63.50
2017-06-06T15:00:00;78.11
2017-06-06T14:00:00;88.71
2017-06-06T13:00:00;95.52
2017-06-06T12:00:00;89.56
2017-06-06T11:00:00;75.21
2017-06-06T10:00:00;61.64
2017-06-06T09:00:00;47.73
2017-06-06T08:00:00;39.76
2017-06-06T07:00:00;34.40
2017-06-06T06:00:00;30.59
2017-06-06T05:00:00;33.28
2017-06-06T04:00:00;37.70
2017-06-06T03:00:00;43.65
2017-06-06T02:00:00;46.57
2017-06-06T01:00:00;47.29
2017-06-06T00:00:00;46.84
2017-06-05T23:00:00;47.92
2017-06-05T22:00:00;47.70
2017-06-05T21:00:00;43.34
2017-06-05T20:00:00;42.63
2017-06-05T19:00:00;44.13
2017-06-05T18:00:00;53.09
2017-06-05T17:00:00;63.95
2017-06-05T16:00:00;70.05
2017-06-05T15:00:00;68.40
2017-06-05T14:00:00;60.54
2017-06-05T13:00:00;49.81
2017-06-05T12:00:00;39.52
2017-06-05T11:00:00;31.96
2017-06-05T10:00:00;25.93
2017-06-05T09:00:00;22.96
2017-06-05T08:00:00;22.09
2017-06-05T07:00:00;24.88
2017-06-05T06:00:00;30.31
2017-06-05T05:00:00;33.95
2017-06-05T04:00:00;33.05
2017-06-05T03:00:00;30.88
2017-06-05T02:00:00;31.15
2017-06-05T01:00:00;35.92
2017-06-05T00:00:00;34.36
2017-06-04T23:00:00;29.34
2017-06-04T22:00:00;26.00
2017-06-04T21:00:00;24.40
2017-06-04T20:00:00;32.05
2017-06-04T19:00:00;38.63
2017-06-04T18:00:00;42.67
2017-06-04T17:00:00;48.48
2017-06-04T16:00:00;55.78
2017-06-04T15:00:00;63.50
2017-06-04T14:00:00;71.00
2017-06-04T13:00:00;74.89
2017-06-04T12:00:00;70.89
2017-06-04T11:00:00;64.33
2017-06-04T10:00:00;56.45
2017-06-04T09:00:00;49.79
2017-06-04T08:00:00;49.17
2017-06-04T07:00:00;48.10
2017-06-04T06:00:00;47.09
2017-06-04T05:00:00;44.33
2017-06-04T04:00:00;41.74
2017-06-04T03:00:00;44.58
2017-06-04T02:00:00;48.41
2017-06-04T01:00:00;53.54
2017-06-04T00:00:00;57.81
2017-06-03T23:00:00;61.22
2017-06-03T22:00:00;65.01
2017-06-03T21:00:00;70.64
2017-06-03T20:00:00;75.42
2017-06-03T19:00:00;81.65
2017-06-03T18:00:00;86.32
