Start_local;End_local;Ozone
21/07/2017 18:30;21/07/2017 19:00;85
21/07/2017 19:00;21/07/2017 19:30;90
21/07/2017 19:30;21/07/2017 20:00;94
21/07/2017 20:00;21/07/2017 20:30;96
21/07/2017 20:30;21/07/2017 21:00;95
21/07/2017 21:00;21/07/2017 21:30;90
21/07/2017 21:30;21/07/2017 22:00;92
21/07/2017 22:00;21/07/2017 22:30;92
21/07/2017 22:30;21/07/2017 23:00;91
21/07/2017 23:00;21/07/2017 23:30;90
21/07/2017 23:30;22/07/2017 0:00;89
22/07/2017 0:00;22/07/2017 0:30;85
22/07/2017 0:30;22/07/2017 1:00;81
22/07/2017 1:00;22/07/2017 1:30;81
22/07/2017 1:30;22/07/2017 2:00;79
22/07/2017 2:00;22/07/2017 2:30;74
22/07/2017 2:30;22/07/2017 3:00;73
22/07/2017 3:00;22/07/2017 3:30;74
22/07/2017 3:30;22/07/2017 4:00;74
22/07/2017 4:00;22/07/2017 4:30;73
22/07/2017 4:30;22/07/2017 5:00;72
22/07/2017 5:00;22/07/2017 5:30;70
22/07/2017 5:30;22/07/2017 6:00;68
22/07/2017 6:00;22/07/2017 6:30;66
22/07/2017 6:30;22/07/2017 7:00;67
22/07/2017 7:00;22/07/2017 7:30;71
22/07/2017 7:30;22/07/2017 8:00;74
22/07/2017 8:00;22/07/2017 8:30;80
22/07/2017 8:30;22/07/2017 9:00;86
22/07/2017 9:00;22/07/2017 9:30;85
22/07/2017 9:30;22/07/2017 10:00;94
22/07/2017 10:00;22/07/2017 10:30;98
22/07/2017 10:30;22/07/2017 11:00;101
22/07/2017 11:00;22/07/2017 11:30;109
22/07/2017 11:30;22/07/2017 12:00;112
22/07/2017 12:00;22/07/2017 12:30;117
22/07/2017 12:30;22/07/2017 13:00;119
22/07/2017 13:00;22/07/2017 13:30;122
22/07/2017 13:30;22/07/2017 14:00;127
22/07/2017 14:00;22/07/2017 14:30;132
22/07/2017 14:30;22/07/2017 15:00;130
22/07/2017 15:00;22/07/2017 15:30;129
22/07/2017 15:30;22/07/2017 16:00;127
22/07/2017 16:00;22/07/2017 16:30;123
22/07/2017 16:30;22/07/2017 17:00;120
22/07/2017 17:00;22/07/2017 17:30;118
22/07/2017 17:30;22/07/2017 18:00;113
22/07/2017 18:00;22/07/2017 18:30;114
22/07/2017 18:30;22/07/2017 19:00;112
22/07/2017 19:00;22/07/2017 19:30;111
22/07/2017 19:30;22/07/2017 20:00;105
22/07/2017 20:00;22/07/2017 20:30;109
22/07/2017 20:30;22/07/2017 21:00;103
22/07/2017 21:00;22/07/2017 21:30;93
22/07/2017 21:30;22/07/2017 22:00;85
22/07/2017 22:00;22/07/2017 22:30;83
22/07/2017 22:30;22/07/2017 23:00;85
22/07/2017 23:00;22/07/2017 23:30;84
22/07/2017 23:30;23/07/2017 0:00;83
23/07/2017 0:00;23/07/2017 0:30;84
23/07/2017 0:30;23/07/2017 1:00;85
23/07/2017 1:00;23/07/2017 1:30;86
23/07/2017 1:30;23/07/2017 2:00;86
23/07/2017 2:00;23/07/2017 2:30;83
23/07/2017 2:30;23/07/2017 3:00;82
23/07/2017 3:00;23/07/2017 3:30;82
23/07/2017 3:30;23/07/2017 4:00;79
23/07/2017 4:00;23/07/2017 4:30;79
23/07/2017 4:30;23/07/2017 5:00;79
23/07/2017 5:00;23/07/2017 5:30;75
23/07/2017 5:30;23/07/2017 6:00;75
23/07/2017 6:00;23/07/2017 6:30;75
23/07/2017 6:30;23/07/2017 7:00;79
23/07/2017 7:00;23/07/2017 7:30;81
23/07/2017 7:30;23/07/2017 8:00;82
23/07/2017 8:00;23/07/2017 8:30;87
23/07/2017 8:30;23/07/2017 9:00;90
23/07/2017 9:00;23/07/2017 9:30;86
23/07/2017 9:30;23/07/2017 10:00;91
23/07/2017 10:00;23/07/2017 10:30;94
23/07/2017 10:30;23/07/2017 11:00;96
23/07/2017 11:00;23/07/2017 11:30;98
23/07/2017 11:30;23/07/2017 12:00;105
23/07/2017 12:00;23/07/2017 12:30;113
23/07/2017 12:30;23/07/2017 13:00;120
23/07/2017 13:00;23/07/2017 13:30;123
23/07/2017 13:30;23/07/2017 14:00;127
23/07/2017 14:00;23/07/2017 14:30;128
23/07/2017 14:30;23/07/2017 15:00;131
23/07/2017 15:00;23/07/2017 15:30;129
23/07/2017 15:30;23/07/2017 16:00;128
23/07/2017 16:00;23/07/2017 16:30;124
23/07/2017 16:30;23/07/2017 17:00;122
23/07/2017 17:00;23/07/2017 17:30;121
23/07/2017 17:30;23/07/2017 18:00;117
23/07/2017 18:00;23/07/2017 18:30;114
23/07/2017 18:30;23/07/2017 19:00;115
23/07/2017 19:00;23/07/2017 19:30;108
23/07/2017 19:30;23/07/2017 20:00;109
23/07/2017 20:00;23/07/2017 20:30;105
23/07/2017 20:30;23/07/2017 21:00;104
23/07/2017 21:00;23/07/2017 21:30;101
23/07/2017 21:30;23/07/2017 22:00;95
23/07/2017 22:00;23/07/2017 22:30;92
23/07/2017 22:30;23/07/2017 23:00;89
23/07/2017 23:00;23/07/2017 23:30;87
23/07/2017 23:30;24/07/2017 0:00;88
24/07/2017 0:00;24/07/2017 0:30;90
24/07/2017 0:30;24/07/2017 1:00;89
24/07/2017 1:00;24/07/2017 1:30;89
24/07/2017 1:30;24/07/2017 2:00;88
24/07/2017 2:00;24/07/2017 2:30;88
24/07/2017 2:30;24/07/2017 3:00;87
24/07/2017 3:00;24/07/2017 3:30;85
24/07/2017 3:30;24/07/2017 4:00;86
24/07/2017 4:00;24/07/2017 4:30;84
24/07/2017 4:30;24/07/2017 5:00;83
24/07/2017 5:00;24/07/2017 5:30;82
24/07/2017 5:30;24/07/2017 6:00;81
24/07/2017 6:00;24/07/2017 6:30;80
24/07/2017 6:30;24/07/2017 7:00;78
24/07/2017 7:00;24/07/2017 7:30;79
24/07/2017 7:30;24/07/2017 8:00;80
24/07/2017 8:00;24/07/2017 8:30;82
24/07/2017 8:30;24/07/2017 9:00;86
24/07/2017 9:00;24/07/2017 9:30;87
24/07/2017 9:30;24/07/2017 10:00;81
24/07/2017 10:00;24/07/2017 10:30;85
24/07/2017 10:30;24/07/2017 11:00;90
24/07/2017 11:00;24/07/2017 11:30;92
24/07/2017 11:30;24/07/2017 12:00;98
24/07/2017 12:00;24/07/2017 12:30;103
24/07/2017 12:30;24/07/2017 13:00;107
24/07/2017 13:00;24/07/2017 13:30;108
24/07/2017 13:30;24/07/2017 14:00;110
24/07/2017 14:00;24/07/2017 14:30;86
24/07/2017 14:30;24/07/2017 15:00;78
24/07/2017 15:00;24/07/2017 15:30;73
24/07/2017 15:30;24/07/2017 16:00;71
24/07/2017 16:00;24/07/2017 16:30;70
24/07/2017 16:30;24/07/2017 17:00;73
24/07/2017 17:00;24/07/2017 17:30;79
24/07/2017 17:30;24/07/2017 18:00;79
24/07/2017 18:00;24/07/2017 18:30;75
24/07/2017 18:30;24/07/2017 19:00;79
24/07/2017 19:00;24/07/2017 19:30;73
24/07/2017 19:30;24/07/2017 20:00;74
24/07/2017 20:00;24/07/2017 20:30;66
24/07/2017 20:30;24/07/2017 21:00;63
24/07/2017 21:00;24/07/2017 21:30;64
24/07/2017 21:30;24/07/2017 22:00;60
24/07/2017 22:00;24/07/2017 22:30;57
24/07/2017 22:30;24/07/2017 23:00;56
24/07/2017 23:00;24/07/2017 23:30;51
24/07/2017 23:30;25/07/2017 0:00;53
25/07/2017 0:00;25/07/2017 0:30;50
25/07/2017 0:30;25/07/2017 1:00;50
25/07/2017 1:00;25/07/2017 1:30;47
25/07/2017 1:30;25/07/2017 2:00;48
25/07/2017 2:00;25/07/2017 2:30;48
25/07/2017 2:30;25/07/2017 3:00;44
25/07/2017 3:00;25/07/2017 3:30;42
25/07/2017 3:30;25/07/2017 4:00;40
25/07/2017 4:00;25/07/2017 4:30;40
25/07/2017 4:30;25/07/2017 5:00;39
25/07/2017 5:00;25/07/2017 5:30;38
25/07/2017 5:30;25/07/2017 6:00;35
25/07/2017 6:00;25/07/2017 6:30;36
25/07/2017 6:30;25/07/2017 7:00;40
25/07/2017 7:00;25/07/2017 7:30;43
25/07/2017 7:30;25/07/2017 8:00;45
25/07/2017 8:00;25/07/2017 8:30;46
25/07/2017 8:30;25/07/2017 9:00;46
25/07/2017 9:00;25/07/2017 9:30;49
25/07/2017 9:30;25/07/2017 10:00;49
25/07/2017 10:00;25/07/2017 10:30;55
25/07/2017 10:30;25/07/2017 11:00;64
25/07/2017 11:00;25/07/2017 11:30;71
25/07/2017 11:30;25/07/2017 12:00;80
25/07/2017 12:00;25/07/2017 12:30;89
25/07/2017 12:30;25/07/2017 13:00;95
25/07/2017 13:00;25/07/2017 13:30;103
25/07/2017 13:30;25/07/2017 14:00;106
25/07/2017 14:00;25/07/2017 14:30;109
25/07/2017 14:30;25/07/2017 15:00;110
25/07/2017 15:00;25/07/2017 15:30;110
25/07/2017 15:30;25/07/2017 16:00;106
25/07/2017 16:00;25/07/2017 16:30;106
25/07/2017 16:30;25/07/2017 17:00;105
25/07/2017 17:00;25/07/2017 17:30;97
25/07/2017 17:30;25/07/2017 18:00;65
25/07/2017 18:00;25/07/2017 18:30;73
25/07/2017 18:30;25/07/2017 19:00;70
