Start_local;End_local;Ozone
06/07/2017 12:00;06/07/2017 13:00;64
06/07/2017 13:00;06/07/2017 14:00;100
06/07/2017 14:00;06/07/2017 15:00;137
06/07/2017 15:00;06/07/2017 16:00;136
06/07/2017 16:00;06/07/2017 17:00;136
06/07/2017 17:00;06/07/2017 18:00;138
06/07/2017 18:00;06/07/2017 19:00;139
06/07/2017 19:00;06/07/2017 20:00;142
06/07/2017 20:00;06/07/2017 21:00;136
06/07/2017 21:00;06/07/2017 22:00;96
06/07/2017 22:00;06/07/2017 23:00;74
06/07/2017 23:00;07/07/2017 0:00;66
07/07/2017 0:00;07/07/2017 1:00;58
07/07/2017 1:00;07/07/2017 2:00;36
07/07/2017 2:00;07/07/2017 3:00;22
07/07/2017 3:00;07/07/2017 4:00;3
07/07/2017 4:00;07/07/2017 5:00;
07/07/2017 5:00;07/07/2017 6:00;17
07/07/2017 6:00;07/07/2017 7:00;22
07/07/2017 7:00;07/07/2017 8:00;56
07/07/2017 8:00;07/07/2017 9:00;69
07/07/2017 9:00;07/07/2017 10:00;77
07/07/2017 10:00;07/07/2017 11:00;92
07/07/2017 11:00;07/07/2017 12:00;117
07/07/2017 12:00;07/07/2017 13:00;133
07/07/2017 13:00;07/07/2017 14:00;137
07/07/2017 14:00;07/07/2017 15:00;146
07/07/2017 15:00;07/07/2017 16:00;
07/07/2017 16:00;07/07/2017 17:00;131
07/07/2017 17:00;07/07/2017 18:00;125
07/07/2017 18:00;07/07/2017 19:00;122
07/07/2017 19:00;07/07/2017 20:00;108
07/07/2017 20:00;07/07/2017 21:00;126
07/07/2017 21:00;07/07/2017 22:00;90
07/07/2017 22:00;07/07/2017 23:00;61
07/07/2017 23:00;08/07/2017 0:00;36
08/07/2017 0:00;08/07/2017 1:00;26
08/07/2017 1:00;08/07/2017 2:00;
08/07/2017 2:00;08/07/2017 3:00;72
08/07/2017 3:00;08/07/2017 4:00;65
08/07/2017 4:00;08/07/2017 5:00;
08/07/2017 5:00;08/07/2017 6:00;
08/07/2017 6:00;08/07/2017 7:00;
08/07/2017 7:00;08/07/2017 8:00;
08/07/2017 8:00;08/07/2017 9:00;
08/07/2017 9:00;08/07/2017 10:00;
08/07/2017 10:00;08/07/2017 11:00;
08/07/2017 11:00;08/07/2017 12:00;
08/07/2017 12:00;08/07/2017 13:00;137
08/07/2017 13:00;08/07/2017 14:00;146
08/07/2017 14:00;08/07/2017 15:00;150
08/07/2017 15:00;08/07/2017 16:00;147
08/07/2017 16:00;08/07/2017 17:00;158
08/07/2017 17:00;08/07/2017 18:00;149
08/07/2017 18:00;08/07/2017 19:00;159
08/07/2017 19:00;08/07/2017 20:00;149
08/07/2017 20:00;08/07/2017 21:00;126
08/07/2017 21:00;08/07/2017 22:00;101
08/07/2017 22:00;08/07/2017 23:00;83
08/07/2017 23:00;09/07/2017 0:00;59
09/07/2017 0:00;09/07/2017 1:00;74
09/07/2017 1:00;09/07/2017 2:00;75
09/07/2017 2:00;09/07/2017 3:00;71
09/07/2017 3:00;09/07/2017 4:00;81
09/07/2017 4:00;09/07/2017 5:00;73
09/07/2017 5:00;09/07/2017 6:00;87
09/07/2017 6:00;09/07/2017 7:00;88
09/07/2017 7:00;09/07/2017 8:00;93
09/07/2017 8:00;09/07/2017 9:00;97
09/07/2017 9:00;09/07/2017 10:00;92
09/07/2017 10:00;09/07/2017 11:00;103
09/07/2017 11:00;09/07/2017 12:00;127
09/07/2017 12:00;09/07/2017 13:00;127
09/07/2017 13:00;09/07/2017 14:00;143
09/07/2017 14:00;09/07/2017 15:00;145
09/07/2017 15:00;09/07/2017 16:00;145
09/07/2017 16:00;09/07/2017 17:00;115
09/07/2017 17:00;09/07/2017 18:00;120
09/07/2017 18:00;09/07/2017 19:00;119
09/07/2017 19:00;09/07/2017 20:00;110
09/07/2017 20:00;09/07/2017 21:00;97
09/07/2017 21:00;09/07/2017 22:00;87
09/07/2017 22:00;09/07/2017 23:00;64
09/07/2017 23:00;10/07/2017 0:00;45
10/07/2017 0:00;10/07/2017 1:00;65
10/07/2017 1:00;10/07/2017 2:00;70
10/07/2017 2:00;10/07/2017 3:00;46
10/07/2017 3:00;10/07/2017 4:00;49
10/07/2017 4:00;10/07/2017 5:00;31
10/07/2017 5:00;10/07/2017 6:00;20
10/07/2017 6:00;10/07/2017 7:00;33
10/07/2017 7:00;10/07/2017 8:00;53
10/07/2017 8:00;10/07/2017 9:00;77
10/07/2017 9:00;10/07/2017 10:00;90
10/07/2017 10:00;10/07/2017 11:00;104
10/07/2017 11:00;10/07/2017 12:00;128
10/07/2017 12:00;10/07/2017 13:00;132
10/07/2017 13:00;10/07/2017 14:00;133
10/07/2017 14:00;10/07/2017 15:00;151
10/07/2017 15:00;10/07/2017 16:00;144
10/07/2017 16:00;10/07/2017 17:00;152
10/07/2017 17:00;10/07/2017 18:00;140
10/07/2017 18:00;10/07/2017 19:00;123
10/07/2017 19:00;10/07/2017 20:00;92
10/07/2017 20:00;10/07/2017 21:00;90
10/07/2017 21:00;10/07/2017 22:00;92
10/07/2017 22:00;10/07/2017 23:00;82
10/07/2017 23:00;11/07/2017 0:00;73
11/07/2017 0:00;11/07/2017 1:00;70
11/07/2017 1:00;11/07/2017 2:00;72
11/07/2017 2:00;11/07/2017 3:00;61
11/07/2017 3:00;11/07/2017 4:00;40
11/07/2017 4:00;11/07/2017 5:00;30
11/07/2017 5:00;11/07/2017 6:00;26
11/07/2017 6:00;11/07/2017 7:00;43
11/07/2017 7:00;11/07/2017 8:00;54
11/07/2017 8:00;11/07/2017 9:00;64
11/07/2017 9:00;11/07/2017 10:00;77
11/07/2017 10:00;11/07/2017 11:00;99
11/07/2017 11:00;11/07/2017 12:00;109
11/07/2017 12:00;11/07/2017 13:00;118
11/07/2017 13:00;11/07/2017 14:00;128
11/07/2017 14:00;11/07/2017 15:00;128
11/07/2017 15:00;11/07/2017 16:00;107
11/07/2017 16:00;11/07/2017 17:00;118
11/07/2017 17:00;11/07/2017 18:00;101
11/07/2017 18:00;11/07/2017 19:00;102
11/07/2017 19:00;11/07/2017 20:00;99
11/07/2017 20:00;11/07/2017 21:00;76
11/07/2017 21:00;11/07/2017 22:00;69
11/07/2017 22:00;11/07/2017 23:00;22
11/07/2017 23:00;12/07/2017 0:00;24
12/07/2017 0:00;12/07/2017 1:00;18
12/07/2017 1:00;12/07/2017 2:00;17
12/07/2017 2:00;12/07/2017 3:00;18
12/07/2017 3:00;12/07/2017 4:00;15
