Start_local;End_local;Ozone
25/07/2017 12:00;25/07/2017 12:30;52
25/07/2017 12:30;25/07/2017 13:00;69
25/07/2017 13:00;25/07/2017 13:30;91
25/07/2017 13:30;25/07/2017 14:00;96
25/07/2017 14:00;25/07/2017 14:30;106
25/07/2017 14:30;25/07/2017 15:00;113
25/07/2017 15:00;25/07/2017 15:30;117
25/07/2017 15:30;25/07/2017 16:00;118
25/07/2017 16:00;25/07/2017 16:30;119
25/07/2017 16:30;25/07/2017 17:00;117
25/07/2017 17:00;25/07/2017 17:30;115
25/07/2017 17:30;25/07/2017 18:00;115
25/07/2017 18:00;25/07/2017 18:30;111
25/07/2017 18:30;25/07/2017 19:00;103
25/07/2017 19:00;25/07/2017 19:30;98
25/07/2017 19:30;25/07/2017 20:00;84
25/07/2017 20:00;25/07/2017 20:30;58
25/07/2017 20:30;25/07/2017 21:00;57
25/07/2017 21:00;25/07/2017 21:30;51
25/07/2017 21:30;25/07/2017 22:00;46
25/07/2017 22:00;25/07/2017 22:30;43
25/07/2017 22:30;25/07/2017 23:00;38
25/07/2017 23:00;25/07/2017 23:30;34
25/07/2017 23:30;26/07/2017 0:00;29
26/07/2017 0:00;26/07/2017 0:30;32
26/07/2017 0:30;26/07/2017 1:00;27
26/07/2017 1:00;26/07/2017 1:30;19
26/07/2017 1:30;26/07/2017 2:00;12
26/07/2017 2:00;26/07/2017 2:30;12
26/07/2017 2:30;26/07/2017 3:00;10
26/07/2017 3:00;26/07/2017 3:30;10
26/07/2017 3:30;26/07/2017 4:00;8
26/07/2017 4:00;26/07/2017 4:30;10
26/07/2017 4:30;26/07/2017 5:00;10
26/07/2017 5:00;26/07/2017 5:30;6
26/07/2017 5:30;26/07/2017 6:00;3
26/07/2017 6:00;26/07/2017 6:30;4
26/07/2017 6:30;26/07/2017 7:00;7
26/07/2017 7:00;26/07/2017 7:30;11
26/07/2017 7:30;26/07/2017 8:00;14
26/07/2017 8:00;26/07/2017 8:30;18
26/07/2017 8:30;26/07/2017 9:00;21
26/07/2017 9:00;26/07/2017 9:30;30
26/07/2017 9:30;26/07/2017 10:00;40
26/07/2017 10:00;26/07/2017 10:30;38
26/07/2017 10:30;26/07/2017 11:00;39
26/07/2017 11:00;26/07/2017 11:30;70
