Start_local;End_local;Ozone
20/06/2018 12:30;20/06/2018 13:00;112
20/06/2018 13:00;20/06/2018 13:30;112
20/06/2018 13:30;20/06/2018 14:00;114
20/06/2018 14:00;20/06/2018 14:30;113
20/06/2018 14:30;20/06/2018 15:00;114
20/06/2018 15:00;20/06/2018 15:30;116
20/06/2018 15:30;20/06/2018 16:00;112
20/06/2018 16:00;20/06/2018 16:30;108
20/06/2018 16:30;20/06/2018 17:00;110
20/06/2018 17:00;20/06/2018 17:30;112
20/06/2018 17:30;20/06/2018 18:00;115
20/06/2018 18:00;20/06/2018 18:30;118
20/06/2018 18:30;20/06/2018 19:00;121
20/06/2018 19:00;20/06/2018 19:30;118
20/06/2018 19:30;20/06/2018 20:00;114
20/06/2018 20:00;20/06/2018 20:30;111
20/06/2018 20:30;20/06/2018 21:00;115
20/06/2018 21:00;20/06/2018 21:30;102
20/06/2018 21:30;20/06/2018 22:00;90
20/06/2018 22:00;20/06/2018 22:30;92
20/06/2018 22:30;20/06/2018 23:00;98
20/06/2018 23:00;20/06/2018 23:30;96
20/06/2018 23:30;21/06/2018 0:00;96
21/06/2018 0:00;21/06/2018 0:30;95
21/06/2018 0:30;21/06/2018 1:00;94
21/06/2018 1:00;21/06/2018 1:30;94
21/06/2018 1:30;21/06/2018 2:00;93
21/06/2018 2:00;21/06/2018 2:30;94
21/06/2018 2:30;21/06/2018 3:00;96
21/06/2018 3:00;21/06/2018 3:30;93
21/06/2018 3:30;21/06/2018 4:00;92
21/06/2018 4:00;21/06/2018 4:30;92
21/06/2018 4:30;21/06/2018 5:00;91
21/06/2018 5:00;21/06/2018 5:30;91
21/06/2018 5:30;21/06/2018 6:00;90
21/06/2018 6:00;21/06/2018 6:30;91
21/06/2018 6:30;21/06/2018 7:00;87
21/06/2018 7:00;21/06/2018 7:30;87
21/06/2018 7:30;21/06/2018 8:00;87
21/06/2018 8:00;21/06/2018 8:30;87
21/06/2018 8:30;21/06/2018 9:00;93
21/06/2018 9:00;21/06/2018 9:30;100
21/06/2018 9:30;21/06/2018 10:00;109
21/06/2018 10:00;21/06/2018 10:30;104
21/06/2018 10:30;21/06/2018 11:00;101
21/06/2018 11:00;21/06/2018 11:30;100
21/06/2018 11:30;21/06/2018 12:00;104
21/06/2018 12:00;21/06/2018 12:30;109
21/06/2018 12:30;21/06/2018 13:00;111
21/06/2018 13:00;21/06/2018 13:30;116
21/06/2018 13:30;21/06/2018 14:00;120
21/06/2018 14:00;21/06/2018 14:30;117
21/06/2018 14:30;21/06/2018 15:00;118
21/06/2018 15:00;21/06/2018 15:30;121
21/06/2018 15:30;21/06/2018 16:00;119
21/06/2018 16:00;21/06/2018 16:30;121
21/06/2018 16:30;21/06/2018 17:00;122
21/06/2018 17:00;21/06/2018 17:30;119
21/06/2018 17:30;21/06/2018 18:00;123
21/06/2018 18:00;21/06/2018 18:30;125
21/06/2018 18:30;21/06/2018 19:00;123
21/06/2018 19:00;21/06/2018 19:30;116
21/06/2018 19:30;21/06/2018 20:00;115
21/06/2018 20:00;21/06/2018 20:30;109
21/06/2018 20:30;21/06/2018 21:00;96
21/06/2018 21:00;21/06/2018 21:30;87
21/06/2018 21:30;21/06/2018 22:00;81
21/06/2018 22:00;21/06/2018 22:30;83
21/06/2018 22:30;21/06/2018 23:00;88
21/06/2018 23:00;21/06/2018 23:30;85
21/06/2018 23:30;22/06/2018 0:00;85
22/06/2018 0:00;22/06/2018 0:30;85
