Start_local;End_local;Ozone
10/07/2018 16:30;10/07/2018 17:00;95
10/07/2018 17:00;10/07/2018 17:30;95
10/07/2018 17:30;10/07/2018 18:00;95
10/07/2018 18:00;10/07/2018 18:30;96
10/07/2018 18:30;10/07/2018 19:00;92
10/07/2018 19:00;10/07/2018 19:30;89
10/07/2018 19:30;10/07/2018 20:00;88
10/07/2018 20:00;10/07/2018 20:30;89
10/07/2018 20:30;10/07/2018 21:00;87
10/07/2018 21:00;10/07/2018 21:30;85
10/07/2018 21:30;10/07/2018 22:00;82
10/07/2018 22:00;10/07/2018 22:30;80
10/07/2018 22:30;10/07/2018 23:00;82
10/07/2018 23:00;10/07/2018 23:30;82
10/07/2018 23:30;11/07/2018 0:00;81
11/07/2018 0:00;11/07/2018 0:30;81
11/07/2018 0:30;11/07/2018 1:00;77
11/07/2018 1:00;11/07/2018 1:30;73
11/07/2018 1:30;11/07/2018 2:00;74
11/07/2018 2:00;11/07/2018 2:30;73
11/07/2018 2:30;11/07/2018 3:00;76
11/07/2018 3:00;11/07/2018 3:30;83
11/07/2018 3:30;11/07/2018 4:00;84
11/07/2018 4:00;11/07/2018 4:30;79
11/07/2018 4:30;11/07/2018 5:00;73
11/07/2018 5:00;11/07/2018 5:30;75
11/07/2018 5:30;11/07/2018 6:00;73
11/07/2018 6:00;11/07/2018 6:30;70
11/07/2018 6:30;11/07/2018 7:00;69
11/07/2018 7:00;11/07/2018 7:30;64
11/07/2018 7:30;11/07/2018 8:00;63
11/07/2018 8:00;11/07/2018 8:30;61
11/07/2018 8:30;11/07/2018 9:00;64
11/07/2018 9:00;11/07/2018 9:30;66
11/07/2018 9:30;11/07/2018 10:00;71
11/07/2018 10:00;11/07/2018 10:30;74
11/07/2018 10:30;11/07/2018 11:00;84
11/07/2018 11:00;11/07/2018 11:30;88
11/07/2018 11:30;11/07/2018 12:00;95
11/07/2018 12:00;11/07/2018 12:30;92
11/07/2018 12:30;11/07/2018 13:00;84
11/07/2018 13:00;11/07/2018 13:30;78
11/07/2018 13:30;11/07/2018 14:00;84
11/07/2018 14:00;11/07/2018 14:30;98
11/07/2018 14:30;11/07/2018 15:00;93
11/07/2018 15:00;11/07/2018 15:30;98
11/07/2018 15:30;11/07/2018 16:00;102
11/07/2018 16:00;11/07/2018 16:30;104
11/07/2018 16:30;11/07/2018 17:00;102
11/07/2018 17:00;11/07/2018 17:30;100
11/07/2018 17:30;11/07/2018 18:00;98
11/07/2018 18:00;11/07/2018 18:30;98
11/07/2018 18:30;11/07/2018 19:00;95
11/07/2018 19:00;11/07/2018 19:30;88
11/07/2018 19:30;11/07/2018 20:00;81
11/07/2018 20:00;11/07/2018 20:30;71
11/07/2018 20:30;11/07/2018 21:00;62
11/07/2018 21:00;11/07/2018 21:30;61
11/07/2018 21:30;11/07/2018 22:00;60
11/07/2018 22:00;11/07/2018 22:30;56
11/07/2018 22:30;11/07/2018 23:00;54
11/07/2018 23:00;11/07/2018 23:30;53
11/07/2018 23:30;12/07/2018 0:00;53
12/07/2018 0:00;12/07/2018 0:30;57
12/07/2018 0:30;12/07/2018 1:00;60
12/07/2018 1:00;12/07/2018 1:30;60
12/07/2018 1:30;12/07/2018 2:00;62
12/07/2018 2:00;12/07/2018 2:30;59
12/07/2018 2:30;12/07/2018 3:00;59
12/07/2018 3:00;12/07/2018 3:30;61
12/07/2018 3:30;12/07/2018 4:00;59
12/07/2018 4:00;12/07/2018 4:30;59
12/07/2018 4:30;12/07/2018 5:00;61
12/07/2018 5:00;12/07/2018 5:30;63
12/07/2018 5:30;12/07/2018 6:00;61
12/07/2018 6:00;12/07/2018 6:30;63
12/07/2018 6:30;12/07/2018 7:00;66
12/07/2018 7:00;12/07/2018 7:30;67
12/07/2018 7:30;12/07/2018 8:00;67
12/07/2018 8:00;12/07/2018 8:30;68
12/07/2018 8:30;12/07/2018 9:00;74
12/07/2018 9:00;12/07/2018 9:30;74
12/07/2018 9:30;12/07/2018 10:00;81
