Start_local;End_local;Ozone
05/07/2018 11:30;05/07/2018 12:00;109.541311
05/07/2018 12:00;05/07/2018 12:30;114.3630132
05/07/2018 12:30;05/07/2018 13:00;111.6840227
05/07/2018 13:00;05/07/2018 13:30;115.7049723
05/07/2018 13:30;05/07/2018 14:00;116.7950025
05/07/2018 14:00;05/07/2018 14:30;111.5725311
05/07/2018 14:30;05/07/2018 15:00;113.3468507
05/07/2018 15:00;05/07/2018 15:30;116.6877786
05/07/2018 15:30;05/07/2018 16:00;112.6228696
05/07/2018 16:00;05/07/2018 16:30;117.6988167
05/07/2018 16:30;05/07/2018 17:00;117.3436798
05/07/2018 17:00;05/07/2018 17:30;107.462257
05/07/2018 17:30;05/07/2018 18:00;102.4266979
05/07/2018 18:00;05/07/2018 18:30;99.73300025
05/07/2018 18:30;05/07/2018 19:00;74.33560252
05/07/2018 19:00;05/07/2018 19:30;69.51236437
05/07/2018 19:30;05/07/2018 20:00;68.81549401
05/07/2018 20:00;05/07/2018 20:30;71.21136938
05/07/2018 20:30;05/07/2018 21:00;70.84449451
05/07/2018 21:00;05/07/2018 21:30;59.30549233
05/07/2018 21:30;05/07/2018 22:00;63.29524072
05/07/2018 22:00;05/07/2018 22:30;63.13483047
05/07/2018 22:30;05/07/2018 23:00;56.75121109
05/07/2018 23:00;05/07/2018 23:30;55.02754525
05/07/2018 23:30;06/07/2018 0:00;50.58309203
06/07/2018 0:00;06/07/2018 0:30;46.10657208
06/07/2018 0:30;06/07/2018 1:00;47.80013262
06/07/2018 1:00;06/07/2018 1:30;52.30889992
06/07/2018 1:30;06/07/2018 2:00;51.67269014
06/07/2018 2:00;06/07/2018 2:30;49.56842091
06/07/2018 2:30;06/07/2018 3:00;46.82450479
06/07/2018 3:00;06/07/2018 3:30;45.38790699
06/07/2018 3:30;06/07/2018 4:00;45.30413609
06/07/2018 4:00;06/07/2018 4:30;39.38473967
06/07/2018 4:30;06/07/2018 5:00;43.64394979
06/07/2018 5:00;06/07/2018 5:30;39.48287128
