Start_local;End_local;Ozone
29/06/2018 13:00;29/06/2018 13:30;108
29/06/2018 13:30;29/06/2018 14:00;103
29/06/2018 14:00;29/06/2018 14:30;107
29/06/2018 14:30;29/06/2018 15:00;107
29/06/2018 15:00;29/06/2018 15:30;108
29/06/2018 15:30;29/06/2018 16:00;112
29/06/2018 16:00;29/06/2018 16:30;111
29/06/2018 16:30;29/06/2018 17:00;111
29/06/2018 17:00;29/06/2018 17:30;111
29/06/2018 17:30;29/06/2018 18:00;105
29/06/2018 18:00;29/06/2018 18:30;110
29/06/2018 18:30;29/06/2018 19:00;110
29/06/2018 19:00;29/06/2018 19:30;102
29/06/2018 19:30;29/06/2018 20:00;102
29/06/2018 20:00;29/06/2018 20:30;99
29/06/2018 20:30;29/06/2018 21:00;87
29/06/2018 21:00;29/06/2018 21:30;80
29/06/2018 21:30;29/06/2018 22:00;81
29/06/2018 22:00;29/06/2018 22:30;78
29/06/2018 22:30;29/06/2018 23:00;62
29/06/2018 23:00;29/06/2018 23:30;52
29/06/2018 23:30;30/06/2018 0:00;56
30/06/2018 0:00;30/06/2018 0:30;51
30/06/2018 0:30;30/06/2018 1:00;54
30/06/2018 1:00;30/06/2018 1:30;43
30/06/2018 1:30;30/06/2018 2:00;36
30/06/2018 2:00;30/06/2018 2:30;39
30/06/2018 2:30;30/06/2018 3:00;45
30/06/2018 3:00;30/06/2018 3:30;44
30/06/2018 3:30;30/06/2018 4:00;35
30/06/2018 4:00;30/06/2018 4:30;43
30/06/2018 4:30;30/06/2018 5:00;49
30/06/2018 5:00;30/06/2018 5:30;47
30/06/2018 5:30;30/06/2018 6:00;44
30/06/2018 6:00;30/06/2018 6:30;30
30/06/2018 6:30;30/06/2018 7:00;33
30/06/2018 7:00;30/06/2018 7:30;40
30/06/2018 7:30;30/06/2018 8:00;46
30/06/2018 8:00;30/06/2018 8:30;53
30/06/2018 8:30;30/06/2018 9:00;58
30/06/2018 9:00;30/06/2018 9:30;64
30/06/2018 9:30;30/06/2018 10:00;72
30/06/2018 10:00;30/06/2018 10:30;81
30/06/2018 10:30;30/06/2018 11:00;87
30/06/2018 11:00;30/06/2018 11:30;94
30/06/2018 11:30;30/06/2018 12:00;99
30/06/2018 12:00;30/06/2018 12:30;103
30/06/2018 12:30;30/06/2018 13:00;100
30/06/2018 13:00;30/06/2018 13:30;99
30/06/2018 13:30;30/06/2018 14:00;107
30/06/2018 14:00;30/06/2018 14:30;105
30/06/2018 14:30;30/06/2018 15:00;102
30/06/2018 15:00;30/06/2018 15:30;112
30/06/2018 15:30;30/06/2018 16:00;108
30/06/2018 16:00;30/06/2018 16:30;115
30/06/2018 16:30;30/06/2018 17:00;120
30/06/2018 17:00;30/06/2018 17:30;117
30/06/2018 17:30;30/06/2018 18:00;115
30/06/2018 18:00;30/06/2018 18:30;118
30/06/2018 18:30;30/06/2018 19:00;123
30/06/2018 19:00;30/06/2018 19:30;123
30/06/2018 19:30;30/06/2018 20:00;121
30/06/2018 20:00;30/06/2018 20:30;120
30/06/2018 20:30;30/06/2018 21:00;119
30/06/2018 21:00;30/06/2018 21:30;41
30/06/2018 21:30;30/06/2018 22:00;112
30/06/2018 22:00;30/06/2018 22:30;100
30/06/2018 22:30;30/06/2018 23:00;77
30/06/2018 23:00;30/06/2018 23:30;69
30/06/2018 23:30;01/07/2018 0:00;65
01/07/2018 0:00;01/07/2018 0:30;62
01/07/2018 0:30;01/07/2018 1:00;61
01/07/2018 1:00;01/07/2018 1:30;54
01/07/2018 1:30;01/07/2018 2:00;57
01/07/2018 2:00;01/07/2018 2:30;42
01/07/2018 2:30;01/07/2018 3:00;66
01/07/2018 3:00;01/07/2018 3:30;60
01/07/2018 3:30;01/07/2018 4:00;58
01/07/2018 4:00;01/07/2018 4:30;53
01/07/2018 4:30;01/07/2018 5:00;45
01/07/2018 5:00;01/07/2018 5:30;36
01/07/2018 5:30;01/07/2018 6:00;28
01/07/2018 6:00;01/07/2018 6:30;40
01/07/2018 6:30;01/07/2018 7:00;45
01/07/2018 7:00;01/07/2018 7:30;33
01/07/2018 7:30;01/07/2018 8:00;29
01/07/2018 8:00;01/07/2018 8:30;57
01/07/2018 8:30;01/07/2018 9:00;68
01/07/2018 9:00;01/07/2018 9:30;76
01/07/2018 9:30;01/07/2018 10:00;86
01/07/2018 10:00;01/07/2018 10:30;92
01/07/2018 10:30;01/07/2018 11:00;100
01/07/2018 11:00;01/07/2018 11:30;104
01/07/2018 11:30;01/07/2018 12:00;106
01/07/2018 12:00;01/07/2018 12:30;105
01/07/2018 12:30;01/07/2018 13:00;111
01/07/2018 13:00;01/07/2018 13:30;111
01/07/2018 13:30;01/07/2018 14:00;112
01/07/2018 14:00;01/07/2018 14:30;116
01/07/2018 14:30;01/07/2018 15:00;115
01/07/2018 15:00;01/07/2018 15:30;109
01/07/2018 15:30;01/07/2018 16:00;106
01/07/2018 16:00;01/07/2018 16:30;104
01/07/2018 16:30;01/07/2018 17:00;106
01/07/2018 17:00;01/07/2018 17:30;102
01/07/2018 17:30;01/07/2018 18:00;101
01/07/2018 18:00;01/07/2018 18:30;101
01/07/2018 18:30;01/07/2018 19:00;98
01/07/2018 19:00;01/07/2018 19:30;99
01/07/2018 19:30;01/07/2018 20:00;97
01/07/2018 20:00;01/07/2018 20:30;92
01/07/2018 20:30;01/07/2018 21:00;92
01/07/2018 21:00;01/07/2018 21:30;86
01/07/2018 21:30;01/07/2018 22:00;75
01/07/2018 22:00;01/07/2018 22:30;66
01/07/2018 22:30;01/07/2018 23:00;64
01/07/2018 23:00;01/07/2018 23:30;58
01/07/2018 23:30;02/07/2018 0:00;54
02/07/2018 0:00;02/07/2018 0:30;48
02/07/2018 0:30;02/07/2018 1:00;49
02/07/2018 1:00;02/07/2018 1:30;42
02/07/2018 1:30;02/07/2018 2:00;45
02/07/2018 2:00;02/07/2018 2:30;46
02/07/2018 2:30;02/07/2018 3:00;47
02/07/2018 3:00;02/07/2018 3:30;42
02/07/2018 3:30;02/07/2018 4:00;44
02/07/2018 4:00;02/07/2018 4:30;36
02/07/2018 4:30;02/07/2018 5:00;42
02/07/2018 5:00;02/07/2018 5:30;53
02/07/2018 5:30;02/07/2018 6:00;46
02/07/2018 6:00;02/07/2018 6:30;43
02/07/2018 6:30;02/07/2018 7:00;37
02/07/2018 7:00;02/07/2018 7:30;36
02/07/2018 7:30;02/07/2018 8:00;39
02/07/2018 8:00;02/07/2018 8:30;44
02/07/2018 8:30;02/07/2018 9:00;58
