Start_local;End_local;Ozone
09/07/2018 19:30;09/07/2018 20:00;81.55
09/07/2018 20:00;09/07/2018 20:30;85.43
09/07/2018 20:30;09/07/2018 21:00;83.37
09/07/2018 21:00;09/07/2018 21:30;80.85
09/07/2018 21:30;09/07/2018 22:00;80.38
09/07/2018 22:00;09/07/2018 22:30;82.93
09/07/2018 22:30;09/07/2018 23:00;75.71
09/07/2018 23:00;09/07/2018 23:30;72.92
09/07/2018 23:30;10/07/2018 0:00;71.49
10/07/2018 0:00;10/07/2018 0:30;66.59
10/07/2018 0:30;10/07/2018 1:00;66.19
10/07/2018 1:00;10/07/2018 1:30;66.71
10/07/2018 1:30;10/07/2018 2:00;64.09
10/07/2018 2:00;10/07/2018 2:30;63.63
10/07/2018 2:30;10/07/2018 3:00;61.35
10/07/2018 3:00;10/07/2018 3:30;61.33
10/07/2018 3:30;10/07/2018 4:00;60.88
10/07/2018 4:00;10/07/2018 4:30;61.02
10/07/2018 4:30;10/07/2018 5:00;59.76
10/07/2018 5:00;10/07/2018 5:30;59.53
10/07/2018 5:30;10/07/2018 6:00;62.44
10/07/2018 6:00;10/07/2018 6:30;71.25
10/07/2018 6:30;10/07/2018 7:00;68.68
10/07/2018 7:00;10/07/2018 7:30;63.29
10/07/2018 7:30;10/07/2018 8:00;63.91
10/07/2018 8:00;10/07/2018 8:30;64.95
10/07/2018 8:30;10/07/2018 9:00;68.43
10/07/2018 9:00;10/07/2018 9:30;66.39
10/07/2018 9:30;10/07/2018 10:00;81.82
10/07/2018 10:00;10/07/2018 10:30;78.90
10/07/2018 10:30;10/07/2018 11:00;85.97
10/07/2018 11:00;10/07/2018 11:30;82.67
10/07/2018 11:30;10/07/2018 12:00;85.85
10/07/2018 12:00;10/07/2018 12:30;86.36
10/07/2018 12:30;10/07/2018 13:00;99.94
10/07/2018 13:00;10/07/2018 13:30;106.75
10/07/2018 13:30;10/07/2018 14:00;107.45
10/07/2018 14:00;10/07/2018 14:30;109.01
10/07/2018 14:30;10/07/2018 15:00;107.27
10/07/2018 15:00;10/07/2018 15:30;107.41
10/07/2018 15:30;10/07/2018 16:00;105.13
10/07/2018 16:00;10/07/2018 16:30;105.20
10/07/2018 16:30;10/07/2018 17:00;103.62
10/07/2018 17:00;10/07/2018 17:30;97.58
10/07/2018 17:30;10/07/2018 18:00;95.09
10/07/2018 18:00;10/07/2018 18:30;94.55
