date;Ozone concentration
2018-06-25 10:00:00;30.31
2018-06-25 11:00:00;37.52
2018-06-25 12:00:00;36.24
2018-06-25 13:00:00;42.33
2018-06-25 14:00:00;39.28
2018-06-25 15:00:00;45.74
2018-06-25 16:00:00;47.59
2018-06-25 17:00:00;41.92
2018-06-25 18:00:00;39.48
2018-06-25 19:00:00;39.9
2018-06-25 20:00:00;41.06
2018-06-25 21:00:00;40.1
2018-06-25 22:00:00;39.85
2018-06-25 23:00:00;42.38
2018-06-26 00:00:00;47.34
2018-06-26 01:00:00;41.86
2018-06-26 02:00:00;38.71
2018-06-26 03:00:00;32.67
2018-06-26 04:00:00;29.96
2018-06-26 05:00:00;29.55
2018-06-26 06:00:00;34.79
2018-06-26 07:00:00;35.57
2018-06-26 08:00:00;38.36
2018-06-26 09:00:00;47.36
2018-06-26 10:00:00;54.09
2018-06-26 11:00:00;49.78
2018-06-26 12:00:00;65.77
2018-06-26 13:00:00;71.03
2018-06-26 14:00:00;28.65
2018-06-26 15:00:00;38.91
2018-06-26 16:00:00;27.98
2018-06-26 17:00:00;23.26
2018-06-26 18:00:00;26.46
2018-06-26 19:00:00;30.93
2018-06-26 20:00:00;36.49
2018-06-26 21:00:00;42.62
2018-06-26 22:00:00;39.86
2018-06-26 23:00:00;45.07
2018-06-27 00:00:00;41.94
2018-06-27 01:00:00;41.81
2018-06-27 02:00:00;39.66
2018-06-27 03:00:00;35.86
2018-06-27 04:00:00;27.25
2018-06-27 05:00:00;21.89
2018-06-27 06:00:00;22.74
2018-06-27 07:00:00;24.72
2018-06-27 08:00:00;30.58
2018-06-27 09:00:00;40.6
2018-06-27 10:00:00;48.29
2018-06-27 11:00:00;55.03
2018-06-27 12:00:00;55.34
2018-06-27 13:00:00;57.34
2018-06-27 14:00:00;56.47
2018-06-27 15:00:00;51.36
2018-06-27 16:00:00;23.75
2018-06-27 17:00:00;21.66
2018-06-27 18:00:00;19.32
2018-06-27 19:00:00;30.4
2018-06-27 20:00:00;25.07
2018-06-27 21:00:00;33.99
2018-06-27 22:00:00;49.29
2018-06-27 23:00:00;62.8
2018-06-28 00:00:00;68.14
2018-06-28 01:00:00;64.57
2018-06-28 02:00:00;60.1
2018-06-28 03:00:00;54.75
2018-06-28 04:00:00;48.61
2018-06-28 05:00:00;35.87
2018-06-28 06:00:00;27.13
2018-06-28 07:00:00;20.07
2018-06-28 08:00:00;20.37
2018-06-28 09:00:00;17.51
2018-06-28 10:00:00;23.79
2018-06-28 11:00:00;33.86
2018-06-28 12:00:00;28.0
2018-06-28 13:00:00;40.14
2018-06-28 14:00:00;49.08
2018-06-28 15:00:00;44.4
2018-06-28 16:00:00;42.2
2018-06-28 17:00:00;29.49
2018-06-28 18:00:00;27.73
2018-06-28 19:00:00;33.51
2018-06-28 20:00:00;37.76
2018-06-28 21:00:00;40.56
2018-06-28 22:00:00;38.97
2018-06-28 23:00:00;36.06
2018-06-29 00:00:00;35.6
2018-06-29 01:00:00;38.69
2018-06-29 02:00:00;40.63
2018-06-29 03:00:00;39.62
2018-06-29 04:00:00;37.44
2018-06-29 05:00:00;33.38
2018-06-29 06:00:00;33.88
2018-06-29 07:00:00;39.22
2018-06-29 08:00:00;41.91
2018-06-29 09:00:00;37.47
2018-06-29 10:00:00;36.66
2018-06-29 11:00:00;41.04
2018-06-29 12:00:00;50.8
2018-06-29 13:00:00;45.3
2018-06-29 14:00:00;46.47
2018-06-29 15:00:00;49.52
2018-06-29 16:00:00;49.33
2018-06-29 17:00:00;45.09
2018-06-29 18:00:00;53.33
2018-06-29 19:00:00;48.49
2018-06-29 20:00:00;49.52
2018-06-29 21:00:00;45.68
2018-06-29 22:00:00;47.86
2018-06-29 23:00:00;51.6
2018-06-30 00:00:00;53.7
2018-06-30 01:00:00;49.32
2018-06-30 02:00:00;50.79
2018-06-30 03:00:00;49.34
2018-06-30 04:00:00;45.08
2018-06-30 05:00:00;39.63
2018-06-30 06:00:00;41.95
2018-06-30 07:00:00;38.36
2018-06-30 08:00:00;34.78
2018-06-30 09:00:00;33.86
2018-06-30 10:00:00;41.87
2018-06-30 11:00:00;54.83
2018-06-30 12:00:00;61.04
2018-06-30 13:00:00;55.69
2018-06-30 14:00:00;55.14
2018-06-30 15:00:00;47.1
2018-06-30 16:00:00;42.65
2018-06-30 17:00:00;34.22
2018-06-30 18:00:00;39.79
2018-06-30 19:00:00;30.99
2018-06-30 20:00:00;26.27
2018-06-30 21:00:00;20.75
2018-07-01 04:00:00;26.28
2018-07-01 05:00:00;15.55
2018-07-01 06:00:00;20.47
2018-07-01 07:00:00;34.03
2018-07-01 08:00:00;39.71
2018-07-01 09:00:00;48.04
2018-07-01 10:00:00;47.63
2018-07-01 11:00:00;48.98
2018-07-01 12:00:00;48.87
2018-07-01 13:00:00;45.36
2018-07-01 14:00:00;47.34
2018-07-01 15:00:00;48.21
2018-07-01 16:00:00;38.85
2018-07-01 17:00:00;30.63
2018-07-01 18:00:00;30.21
2018-07-01 19:00:00;21.55
2018-07-01 20:00:00;12.05
2018-07-01 21:00:00;13.53
2018-07-01 22:00:00;10.72
2018-07-01 23:00:00;12.0
2018-07-02 04:00:00;11.51
2018-07-02 05:00:00;1.35
2018-07-02 06:00:00;5.61
2018-07-02 07:00:00;15.06
2018-07-02 08:00:00;30.47
2018-07-02 09:00:00;42.28
2018-07-02 10:00:00;50.07
2018-07-02 11:00:00;52.78
2018-07-02 12:00:00;53.7
2018-07-02 13:00:00;53.85
2018-07-02 14:00:00;54.41
2018-07-02 15:00:00;53.17
2018-07-02 16:00:00;51.91
2018-07-02 17:00:00;43.42
2018-07-02 18:00:00;49.7
2018-07-02 19:00:00;35.85
2018-07-02 20:00:00;13.98
2018-07-02 21:00:00;5.75
2018-07-02 22:00:00;15.74
2018-07-02 23:00:00;29.9
2018-07-03 00:00:00;22.79
2018-07-03 01:00:00;0.87
2018-07-03 02:00:00;1.73
2018-07-03 03:00:00;11.01
2018-07-03 04:00:00;9.76
2018-07-03 05:00:00;5.0
2018-07-03 06:00:00;10.89
2018-07-03 07:00:00;18.07
2018-07-03 08:00:00;28.06
2018-07-03 09:00:00;38.43
2018-07-03 10:00:00;66.81
2018-07-03 11:00:00;72.08
2018-07-03 12:00:00;74.58
2018-07-03 13:00:00;77.32
2018-07-03 14:00:00;79.01
2018-07-03 15:00:00;79.0
2018-07-03 16:00:00;64.04
2018-07-03 17:00:00;54.14
2018-07-03 18:00:00;65.7
