date;Ozone concentration
2018-06-01 01:00:00;52.17
2018-06-01 02:00:00;46.9
2018-06-01 03:00:00;45.21
2018-06-01 04:00:00;45.28
2018-06-01 05:00:00;49.45
2018-06-01 06:00:00;60.75
2018-06-01 07:00:00;74.84
2018-06-01 08:00:00;88.9
2018-06-01 09:00:00;100.07
2018-06-01 10:00:00;105.17
2018-06-01 11:00:00;104.75
2018-06-01 12:00:00;78.16
2018-06-01 13:00:00;62.49
2018-06-01 14:00:00;61.45
2018-06-01 15:00:00;57.64
2018-06-01 16:00:00;58.93
2018-06-01 17:00:00;61.14
2018-06-01 18:00:00;57.25
2018-06-01 19:00:00;52.91
2018-06-01 20:00:00;49.58
2018-06-01 21:00:00;47.21
2018-06-01 22:00:00;44.63
2018-06-01 23:00:00;40.18
2018-06-02 00:00:00;36.75
2018-06-02 01:00:00;37.48
2018-06-02 02:00:00;36.55
2018-06-02 03:00:00;40.41
2018-06-02 04:00:00;42.82
2018-06-02 05:00:00;48.88
2018-06-02 06:00:00;58.8
2018-06-02 07:00:00;70.59
2018-06-02 08:00:00;81.55
2018-06-02 09:00:00;96.46
2018-06-02 10:00:00;106.04
2018-06-02 11:00:00;108.56
2018-06-02 12:00:00;104.63
2018-06-02 13:00:00;88.63
2018-06-02 14:00:00;79.47
2018-06-02 15:00:00;88.34
2018-06-02 16:00:00;83.04
2018-06-02 17:00:00;84.25
2018-06-02 18:00:00;80.28
2018-06-02 19:00:00;69.71
2018-06-02 20:00:00;57.15
2018-06-02 21:00:00;50.21
2018-06-02 22:00:00;46.17
2018-06-02 23:00:00;46.09
2018-06-03 00:00:00;45.87
2018-06-03 01:00:00;43.91
2018-06-03 02:00:00;43.67
2018-06-03 03:00:00;42.42
2018-06-03 04:00:00;40.51
2018-06-03 05:00:00;46.69
2018-06-03 06:00:00;54.62
2018-06-03 07:00:00;64.9
2018-06-03 08:00:00;82.14
2018-06-03 09:00:00;92.96
2018-06-03 10:00:00;99.94
2018-06-03 11:00:00;107.66
2018-06-03 12:00:00;112.27
2018-06-03 13:00:00;110.32
2018-06-03 14:00:00;96.83
2018-06-03 15:00:00;103.68
2018-06-03 16:00:00;103.26
2018-06-03 17:00:00;92.46
2018-06-03 18:00:00;85.88
2018-06-03 19:00:00;76.96
2018-06-03 20:00:00;68.36
2018-06-03 21:00:00;63.79
2018-06-03 22:00:00;58.7
2018-06-03 23:00:00;52.69
2018-06-04 00:00:00;47.76
2018-06-04 01:00:00;44.17
2018-06-04 02:00:00;42.0
2018-06-04 03:00:00;40.38
2018-06-04 04:00:00;40.86
2018-06-04 05:00:00;47.63
2018-06-04 06:00:00;60.06
2018-06-04 07:00:00;73.27
2018-06-04 08:00:00;87.7
2018-06-04 09:00:00;102.31
2018-06-04 10:00:00;110.52
2018-06-04 11:00:00;114.71
2018-06-04 12:00:00;116.97
2018-06-04 13:00:00;117.93
2018-06-04 14:00:00;105.21
2018-06-04 15:00:00;75.5
2018-06-04 16:00:00;66.42
2018-06-04 17:00:00;64.01
2018-06-04 18:00:00;61.57
2018-06-04 19:00:00;61.06
2018-06-04 20:00:00;58.56
2018-06-04 21:00:00;56.12
2018-06-04 22:00:00;52.73
2018-06-04 23:00:00;49.34
2018-06-05 00:00:00;47.13
2018-06-05 01:00:00;46.96
2018-06-05 02:00:00;47.72
2018-06-05 03:00:00;44.38
2018-06-05 04:00:00;46.33
2018-06-05 05:00:00;48.44
2018-06-05 06:00:00;59.72
2018-06-05 07:00:00;72.7
2018-06-05 08:00:00;87.73
2018-06-05 09:00:00;107.78
2018-06-05 10:00:00;117.11
2018-06-05 11:00:00;100.95
2018-06-05 12:00:00;84.96
2018-06-05 13:00:00;76.89
2018-06-05 14:00:00;68.96
2018-06-05 15:00:00;73.07
2018-06-05 16:00:00;83.11
2018-06-05 17:00:00;88.3
2018-06-05 18:00:00;79.48
2018-06-05 19:00:00;66.9
2018-06-05 20:00:00;58.37
2018-06-05 21:00:00;55.53
2018-06-05 22:00:00;52.71
2018-06-05 23:00:00;51.7
2018-06-06 00:00:00;52.15
2018-06-06 01:00:00;54.36
2018-06-06 02:00:00;55.04
2018-06-06 03:00:00;52.77
2018-06-06 04:00:00;51.3
2018-06-06 05:00:00;55.79
2018-06-06 06:00:00;66.6
2018-06-06 07:00:00;79.99
2018-06-06 08:00:00;94.53
2018-06-06 09:00:00;111.65
2018-06-06 10:00:00;120.18
2018-06-06 11:00:00;120.68
2018-06-06 12:00:00;109.24
2018-06-06 13:00:00;67.92
2018-06-06 14:00:00;71.3
2018-06-06 15:00:00;73.46
2018-06-06 16:00:00;78.1
2018-06-06 17:00:00;76.39
2018-06-06 18:00:00;69.55
2018-06-06 19:00:00;63.21
2018-06-06 20:00:00;57.41
2018-06-06 21:00:00;53.31
2018-06-06 22:00:00;51.98
2018-06-06 23:00:00;50.09
2018-06-07 00:00:00;48.62
2018-06-07 01:00:00;47.47
2018-06-07 02:00:00;44.49
2018-06-07 03:00:00;40.79
2018-06-07 04:00:00;40.23
2018-06-07 05:00:00;45.53
2018-06-07 06:00:00;53.96
2018-06-07 07:00:00;62.81
2018-06-07 08:00:00;72.62
2018-06-07 09:00:00;79.02
2018-06-07 10:00:00;86.13
