date;Ozone concentration
2018-06-25 10:00:00;48.46
2018-06-25 11:00:00;36.93
2018-06-25 12:00:00;36.57
2018-06-25 13:00:00;40.97
2018-06-25 14:00:00;38.1
2018-06-25 15:00:00;45.03
2018-06-25 16:00:00;48.02
2018-06-25 17:00:00;47.78
2018-06-25 18:00:00;37.52
2018-06-25 19:00:00;38.4
2018-06-25 20:00:00;41.01
2018-06-25 21:00:00;37.95
2018-06-25 22:00:00;34.62
2018-06-25 23:00:00;41.39
2018-06-26 00:00:00;41.07
2018-06-26 01:00:00;38.2
2018-06-26 02:00:00;37.47
2018-06-26 03:00:00;33.68
2018-06-26 04:00:00;33.97
2018-06-26 05:00:00;27.83
2018-06-26 06:00:00;28.74
2018-06-26 07:00:00;36.55
2018-06-26 08:00:00;37.88
2018-06-26 09:00:00;43.85
2018-06-26 10:00:00;53.25
2018-06-26 11:00:00;53.99
2018-06-26 12:00:00;60.93
2018-06-26 13:00:00;68.9
2018-06-26 14:00:00;42.28
2018-06-26 15:00:00;41.27
2018-06-26 16:00:00;33.64
2018-06-26 17:00:00;25.6
2018-06-26 18:00:00;24.29
2018-06-26 19:00:00;28.38
2018-06-26 20:00:00;36.29
2018-06-26 21:00:00;40.88
2018-06-26 22:00:00;38.67
2018-06-26 23:00:00;44.12
2018-06-27 00:00:00;40.37
2018-06-27 01:00:00;37.18
2018-06-27 02:00:00;38.14
2018-06-27 03:00:00;35.61
2018-06-27 04:00:00;27.59
2018-06-27 05:00:00;26.11
2018-06-27 06:00:00;26.39
2018-06-27 07:00:00;28.82
2018-06-27 08:00:00;34.26
2018-06-27 09:00:00;41.24
2018-06-27 10:00:00;50.69
2018-06-27 11:00:00;55.62
2018-06-27 12:00:00;52.65
2018-06-27 13:00:00;60.24
2018-06-27 14:00:00;60.11
2018-06-27 15:00:00;55.91
2018-06-27 16:00:00;33.95
2018-06-27 17:00:00;28.47
2018-06-27 18:00:00;24.41
2018-06-27 19:00:00;31.04
2018-06-27 20:00:00;27.25
2018-06-27 21:00:00;32.34
2018-06-27 22:00:00;46.82
2018-06-27 23:00:00;61.05
2018-06-28 00:00:00;62.61
2018-06-28 01:00:00;59.34
2018-06-28 02:00:00;55.22
2018-06-28 03:00:00;46.89
2018-06-28 04:00:00;44.46
2018-06-28 05:00:00;34.27
2018-06-28 06:00:00;27.39
2018-06-28 07:00:00;19.11
2018-06-28 08:00:00;16.97
2018-06-28 09:00:00;17.68
2018-06-28 10:00:00;23.83
2018-06-28 11:00:00;31.77
2018-06-28 12:00:00;29.33
2018-06-28 13:00:00;42.09
2018-06-28 14:00:00;50.44
2018-06-28 15:00:00;49.09
2018-06-28 16:00:00;42.84
2018-06-28 17:00:00;32.92
2018-06-28 18:00:00;28.25
2018-06-28 19:00:00;31.94
2018-06-28 20:00:00;34.7
2018-06-28 21:00:00;37.02
2018-06-28 22:00:00;45.17
2018-06-28 23:00:00;48.8
2018-06-29 00:00:00;49.03
2018-06-29 01:00:00;48.86
2018-06-29 02:00:00;50.26
2018-06-29 03:00:00;51.58
2018-06-29 04:00:00;47.55
2018-06-29 05:00:00;31.97
2018-06-29 06:00:00;31.35
2018-06-29 07:00:00;32.47
2018-06-29 08:00:00;33.95
2018-06-29 09:00:00;32.66
2018-06-29 10:00:00;36.48
2018-06-29 11:00:00;41.38
2018-06-29 12:00:00;45.53
2018-06-29 13:00:00;41.53
2018-06-29 14:00:00;42.12
2018-06-29 15:00:00;49.25
2018-06-29 16:00:00;50.9
2018-06-29 17:00:00;42.9
2018-06-29 18:00:00;47.86
2018-06-29 19:00:00;47.68
2018-06-29 20:00:00;45.44
2018-06-29 21:00:00;42.67
2018-06-29 22:00:00;44.43
2018-06-29 23:00:00;42.78
2018-06-30 00:00:00;44.03
2018-06-30 01:00:00;47.94
2018-06-30 02:00:00;47.31
2018-06-30 03:00:00;60.08
2018-06-30 04:00:00;55.64
2018-06-30 05:00:00;50.35
2018-06-30 06:00:00;42.34
2018-06-30 07:00:00;37.76
2018-06-30 08:00:00;32.91
2018-06-30 09:00:00;34.0
2018-06-30 10:00:00;39.71
2018-06-30 11:00:00;57.11
2018-06-30 12:00:00;56.48
2018-06-30 13:00:00;54.55
2018-06-30 14:00:00;55.58
2018-06-30 15:00:00;51.24
2018-06-30 16:00:00;55.84
2018-06-30 17:00:00;51.68
2018-06-30 18:00:00;42.02
2018-06-30 19:00:00;36.29
2018-06-30 20:00:00;32.26
2018-06-30 21:00:00;25.85
2018-06-30 22:00:00;23.99
2018-06-30 23:00:00;33.62
2018-07-01 00:00:00;35.78
2018-07-01 01:00:00;42.52
2018-07-01 02:00:00;35.25
2018-07-01 03:00:00;31.5
2018-07-01 04:00:00;26.15
2018-07-01 05:00:00;21.8
2018-07-01 06:00:00;24.62
2018-07-01 07:00:00;33.34
2018-07-01 08:00:00;42.97
2018-07-01 09:00:00;50.55
2018-07-01 10:00:00;49.71
2018-07-01 11:00:00;52.83
2018-07-01 12:00:00;52.23
2018-07-01 13:00:00;52.11
2018-07-01 14:00:00;54.43
2018-07-01 15:00:00;49.47
2018-07-01 16:00:00;51.76
2018-07-01 17:00:00;50.08
2018-07-01 18:00:00;39.08
2018-07-01 19:00:00;31.22
2018-07-01 20:00:00;24.17
2018-07-01 21:00:00;23.75
2018-07-01 22:00:00;20.92
2018-07-01 23:00:00;23.4
2018-07-02 00:00:00;17.52
2018-07-02 01:00:00;18.38
2018-07-02 02:00:00;16.19
2018-07-02 03:00:00;18.47
2018-07-02 04:00:00;4.14
2018-07-02 05:00:00;6.1
2018-07-02 06:00:00;17.78
2018-07-02 07:00:00;15.85
2018-07-02 08:00:00;30.25
2018-07-02 09:00:00;43.02
2018-07-02 10:00:00;53.17
2018-07-02 11:00:00;61.46
2018-07-02 12:00:00;59.66
2018-07-02 13:00:00;57.2
2018-07-02 14:00:00;55.91
2018-07-02 15:00:00;59.05
2018-07-02 16:00:00;63.59
2018-07-02 17:00:00;67.31
2018-07-02 18:00:00;52.86
2018-07-02 19:00:00;44.23
2018-07-02 20:00:00;26.96
2018-07-02 21:00:00;16.53
2018-07-02 22:00:00;24.4
2018-07-02 23:00:00;34.42
2018-07-03 00:00:00;30.34
2018-07-03 01:00:00;12.74
2018-07-03 02:00:00;13.72
2018-07-03 03:00:00;15.92
2018-07-03 04:00:00;15.87
2018-07-03 05:00:00;11.81
2018-07-03 06:00:00;15.56
2018-07-03 07:00:00;23.65
2018-07-03 08:00:00;34.24
2018-07-03 09:00:00;40.11
2018-07-03 10:00:00;61.22
2018-07-03 11:00:00;71.48
2018-07-03 12:00:00;77.14
2018-07-03 13:00:00;79.43
2018-07-03 14:00:00;87.65
2018-07-03 15:00:00;83.75
2018-07-03 16:00:00;83.05
2018-07-03 17:00:00;81.46
2018-07-03 18:00:00;72.55
2018-07-03 19:00:00;50.78
2018-07-03 20:00:00;35.62
2018-07-03 21:00:00;22.74
2018-07-03 22:00:00;23.1
2018-07-03 23:00:00;18.25
2018-07-04 00:00:00;23.45
2018-07-04 01:00:00;17.8
2018-07-04 02:00:00;22.63
2018-07-04 03:00:00;18.63
2018-07-04 04:00:00;13.61
2018-07-04 05:00:00;11.47
2018-07-04 06:00:00;10.99
2018-07-04 07:00:00;19.14
2018-07-04 08:00:00;26.49
2018-07-04 14:00:00;31.31
2018-07-11 17:00:00;21.2
2018-07-19 13:00:00;72.43
2018-07-19 14:00:00;17.96
2018-07-19 15:00:00;19.75
2018-07-19 16:00:00;20.12
2018-08-23 13:00:00;0.0
2018-08-23 14:00:00;3.65
2018-08-24 10:00:00;8.02
2018-08-24 12:00:00;31.39
2018-08-24 13:00:00;34.48
2018-08-24 14:00:00;42.75
2018-08-24 15:00:00;47.17
2018-08-24 16:00:00;47.2
2018-08-24 17:00:00;40.89
2018-08-24 18:00:00;26.62
2018-08-24 19:00:00;20.83
2018-08-24 20:00:00;23.63
2018-08-24 21:00:00;26.8
2018-08-24 22:00:00;25.49
2018-08-24 23:00:00;11.82
2018-08-25 00:00:00;5.37
2018-08-25 01:00:00;3.97
